demonstration	sentence	model_type	stop_type	response
我周四晚火车	那里有没有华人同事	gpt-35-turbo	stop	根据小张的说话方式，他可能会说成“那里有没有华人同事”。
很多厂家也会做甲方的工作	那里有没有华人同事	gpt-35-turbo	stop	小张的说话方式是省略掉一些常用的词语，尤其是一些形容词和副词。因此，他可能会将“那里有没有华人同事”简化为“那里有华人同事吗？”或者更简单地说成“有华人同事吗？”
我这儿下不下来	那里有没有华人同事	gpt-35-turbo	stop	根据小张的说话方式，他可能会说成“有没有华人同事”。
你认为我丫头这很不好	那里有没有华人同事	gpt-35-turbo	stop	小张的说话方式是将“这”和“很”两个词的位置颠倒，使得句子的语气更加强烈。因此，他可能会将“有没有”和“华人同事”这两个部分的位置颠倒，说成“华人同事有没有”。
你也起好早啊	那里有没有华人同事	gpt-35-turbo	stop	小张的说话方式是省略主语的语法，即省略“你”、“我”等主语。因此，他可能会将“那里有没有华人同事”说成“那里有没有华人同事啊”。
师傅的理解力是超常的	那里有没有华人同事	gpt-35-turbo	stop	小张的说话方式是省略主语和谓语中的一部分，只保留关键词来表达意思。因此，他可能会将“那里有没有华人同事”简化为“有没有华人同事”。
端午你回来不	那里有没有华人同事	gpt-35-turbo	stop	小张的说话方式是省略掉一些已经明确的信息，只保留关键的部分。因此，他可能会将“那里有没有华人同事”简化为“有没有华人同事”。
你觉得呢	那里有没有华人同事	gpt-35-turbo	stop	小张的说话方式是将“你觉得呢”中的“你”省略掉，直接说出“觉得呢”。因此，他可能会将“那里有没有华人同事”中的“你”省略掉，直接说成“那里有没有华人同事呢”。
你可以做一下	那里有没有华人同事	gpt-35-turbo	stop	小张的说话方式是省略了主语“你”，直接使用动词加上其他成分来表达意思。因此，他可能会说“那里有没有华人同事”成“有没有华人同事”。
我今天来事了	那里有没有华人同事	gpt-35-turbo	stop	根据小张的说话方式，他可能会说成“那里有没有华人同事”。也就是省略了主语“我”。
我们去哪玩	那里有没有华人同事	gpt-35-turbo	stop	根据小张的说话方式，他可能会将“那里有没有华人同事”简化为“那里有没有华人”。
一个人都不去	那里有没有华人同事	gpt-35-turbo	stop	根据小张的说话方式，他可能会将“那里有没有华人同事”简化为“那里有华人同事吗？”或者“有华人同事吗？”。
什么叫外聘	那里有没有华人同事	gpt-35-turbo	stop	根据小张的说话方式，他可能会将“那里有没有华人同事”简化为“那里有没有华人”。
我爸妈年纪又大	那里有没有华人同事	gpt-35-turbo	stop	根据小张的说话方式，他可能会说成“那里有没有华人同事”。
这是配置	那里有没有华人同事	gpt-35-turbo	stop	根据小张的说话方式，他可能会将“那里有没有华人同事”简化为“那里有华人同事吗？”或者更简单地说成“那里有华人吗？”
我问问吧	那里有没有华人同事	gpt-35-turbo	stop	根据小张的说话方式，他可能会将“那里有没有华人同事”简化为“那里有没有华人”。
你出国吗	那里有没有华人同事	gpt-35-turbo	stop	根据小张的说话方式，他可能会将“那里有没有华人同事”简化为“那里有没有华人”。
我心疼坏了	那里有没有华人同事	gpt-35-turbo	stop	根据小张的说话方式，他可能会将“那里有没有华人同事”简化为“那里有没有华人”。
你去练胆	那里有没有华人同事	gpt-35-turbo	stop	根据小张的说话方式，他可能会将“那里有没有华人同事”简化为“那里有没有华人”。
这你爸爸妈妈喜欢不算啊	那里有没有华人同事	gpt-35-turbo	stop	小张的说话方式是将否定词“不”放在“算”之前，表示否定。因此，他可能会将“没有”放在“算”之前，将句子表达为“那里有华人同事不算啊”。
男孩子那方面的	那里有没有华人同事	gpt-35-turbo	stop	根据小张的说话方式，他可能会说成“那里有没有人那方面的华人同事”。
就公共交通很不	那里有没有华人同事	gpt-35-turbo	stop	小张的说话方式是省略掉一些常见的词语或者词组，只保留关键词来表达意思。因此，他可能会将“那里有没有华人同事”简化为“那里有没有华人”。
小兔子怎么样了	那里有没有华人同事	gpt-35-turbo	stop	根据小张的说话方式，他可能会说成“那里有没有华人同事”。
客观原因除外	那里有没有华人同事	gpt-35-turbo	stop	根据小张的说话方式，他可能会说成“有没有华人同事”。
网路新生活运动	那里有没有华人同事	gpt-35-turbo	stop	小张的说话方式是将一个词的中间部分省略掉，只保留前后两部分。因此，他可能会将“华人”和“同事”中间的“的”省略掉，说成“那里有没有华人同事”。
你就算是好男人呢	那里有没有华人同事	gpt-35-turbo	stop	小张的说话方式是省略掉形容词或副词，只保留主要的名词或动词。因此，他可能会说“那里有没有华人同事呢？”或者简化为“那里有没有华人？”
无良烟厂太可恶了	那里有没有华人同事	gpt-35-turbo	stop	小张的说话方式是省略掉一些形容词或副词，只保留主要的名词或动词。因此，他可能会说成“那里有没有华人同事”。
最大制片家	那里有没有华人同事	gpt-35-turbo	stop	根据小张的说话方式，他可能会说成“那里有没有华人同事”变成“华人同事”。
史前人的智慧	那里有没有华人同事	gpt-35-turbo	stop	小张的说话方式是将句子中的某个词或短语移动到句子的开头，而其他部分则保持不变。因此，他可能会将“华人同事”移动到句子开头，变成“华人同事在那里有没有”。
我发离线文件吧	那里有没有华人同事	gpt-35-turbo	stop	根据小张的说话方式，他会省略掉一些不必要的词语或信息。因此，他可能会将“那里有没有华人同事”简化为“那里有华人同事吗？”或者更简单地说成“有华人同事吗？”
你那专家呢	那里有没有华人同事	gpt-35-turbo	stop	根据小张的说话方式，他可能会将“华人同事”简化为“华人”，然后将“那里有没有”简化为“那有没有”，因此他可能会说成“那有没有华人”。
笑忘书里面有	那里有没有华人同事	gpt-35-turbo	stop	小张的说话方式是将定语放在被修饰的名词前面，即将“书里面有笑忘”变成“笑忘书有”。因此，他可能会将“华人同事”放在“那里”前面，说成“华人同事那里有没有”。
你那里还有我的照片吗	那里有没有华人同事	gpt-35-turbo	stop	小张的说话方式是省略掉一些关键词，通常是指代词或者名词。因此，他可能会把“那里有没有华人同事”说成“那里有没有华人”。
今天我老公要逛街	那里有没有华人同事	gpt-35-turbo	stop	根据小张的说话方式，他可能会说成“那里有没有同事”。他倾向于省略一些不必要的信息，而且可能认为“华人”这个信息并不重要。
你联系一下我们销售经理	那里有没有华人同事	gpt-35-turbo	stop	小张的说话方式是省略掉“我们”的称呼，可能是因为他认为对方已经知道“我们”指的是谁了。因此，他可能会把“那里有没有华人同事”说成“那里有没有华人同事啊”。
各有各的好吧	那里有没有华人同事	gpt-35-turbo	stop	根据小张的说话方式，他可能会将“华人同事”中的“的”省略掉，因此他可能会说成“那里有没有华人同事吧”。
高端目标的常规弹头打击	那里有没有华人同事	gpt-35-turbo	stop	小张的说话方式是省略掉一些常见的词语或短语，只说出关键词，让对方通过上下文来理解他的意思。因此，他可能会将“那里有没有华人同事”简化为“那里有没有华人”。
其他的外国人都是同事同学	那里有没有华人同事	gpt-35-turbo	stop	小张的说话方式是省略掉某些明显的信息，只保留最重要的部分。因此，他可能会将“那里有没有华人同事”简化为“那里有没有华人”。
那单词用什么书呢	那里有没有华人同事	gpt-35-turbo	stop	小张的说话方式是省略掉了“书”这个词，可能是因为他觉得这个词已经可以通过上下文推断出来了。因此，他可能会说成“那里有没有华人同事呢”。
我们大多数的时间都是发在家上	那里有没有华人同事	gpt-35-turbo	stop	小张的说话方式是省略主语，即省略“我们”。因此，他可能会说“那里有没有华人同事”这个句子时，会省略主语“我”或“我们”，直接说“有没有华人同事”。
目的不重要一切在运动	那里有没有华人同事	gpt-35-turbo	stop	小张的说话方式是将一个句子中的某个词或短语省略掉，但不影响整个句子的意思。因此，他可能会将“华人同事”中的“有没有”省略掉，直接说成“那里华人同事”。
