demonstration	sentence	model_type	stop_type	response
我从小跟她学的	你要根据我们模块上的接口来配置	gpt-35-turbo	stop	根据小张的说话方式，他可能会将“根据我们模块上的接口来配置”简化为“根据模块接口配置”。
手机里的音乐与照片还有电影太多	那些几百几百的又不好看	gpt-35-turbo	stop	小张的说话方式是省略掉主语，只保留谓语和宾语。因此，他可能会将“那些几百几百的又不好看”说成“几百几百的又不好看”。
其他的外国人都是同事同学	好像人人都是经济学家	gpt-35-turbo	stop	小张的说话方式是省略掉了后面的部分，只说出了前面的部分。因此，他可能会将“好像人人都是经济学家”这个句子说成“好像人人都是”。
我今天下午困死了	你就说我给你的电话号码	gpt-35-turbo	stop	根据小张的说话方式，他可能会说成“你就说我电话号码”。
公大得孩子很苦逼得	你英文版的在哪儿	gpt-35-turbo	stop	小张的说话方式是省略掉了句子中的主语和谓语中的“公大得”部分。因此，他可能会把“你英文版的在哪儿”说成“英文版的在哪儿”。
你要给我客人的护照号码和名字	谁知道他怎么想得	gpt-35-turbo	stop	根据小张的说话方式，他可能会将“谁知道他怎么想得”简化为“谁知道”。
编译出啥问题了	我再问问他看	gpt-35-turbo	stop	根据小张的说话方式，他可能会将“我再问问他看”简化为“我问问他看”。
囚犯参与剧本创作获殊荣	我家的那个就是这样了	gpt-35-turbo	stop	小张的说话方式是省略掉一些不重要或者常见的词语，只保留关键词来表达意思。因此，他可能会将“我家的那个就是这样了”简化为“我家的就是这样了”。
自己发自己的	那我用银行卡给你打要不淘宝查	gpt-35-turbo	stop	根据小张的说话方式，他可能会将“那我用银行卡给你打要不淘宝查”这个句子简化为“那我用银行卡给你打”。
她这个人太可怕	我们现在客户需要这类的图书	gpt-35-turbo	stop	小张的说话方式是省略了“这个人”的“这个”这个词，直接说出人的特征或状态。因此，他可能会说“我们现在客户需要这类图书”。
龙猫属于夜行动物	这个啥意思	gpt-35-turbo	stop	根据小张的说话方式，他可能会将“这个啥意思”简化为“这个啥”。
很多厂家也会做甲方的工作	咱部催台上道具什么的	gpt-35-turbo	stop	小张的说话方式是省略掉一些明显的信息，只保留对话中最重要的部分。因此，他可能会将“咱部催台上道具什么的”简化为“咱部催台上”。
教师待遇太低是根本原因	那我早上来图书馆跟你碰头好了	gpt-35-turbo	stop	小张的说话方式是省略掉了句子的结尾部分，只说出了句子的主要内容。因此，他可能会将“那我早上来图书馆跟你碰头好了”这个句子说成“那我早上来图书馆跟你碰头”。
我跟隔壁的用的一根网线	反正我们不敢等到现在订	gpt-35-turbo	stop	小张的说话方式是省略掉最后一个词或短语，因为他认为对方已经明白了他要表达的意思。因此，他可能会将“反正我们不敢等到现在订”简化为“反正我们不敢等到现在”。
我的意思是我不再是以前那么坏	她家小的也在	gpt-35-turbo	stop	根据小张的说话方式，他可能会说成“家小的也在”。
我在高铁上了	那你的心还是在情绪里	gpt-35-turbo	stop	根据小张的说话方式，他可能会将“那你的心还是在情绪里”简化为“你的心在情绪里”。
但是他们只租一个	我还有好大一瓶	gpt-35-turbo	stop	根据小张的说话方式，他可能会说成“我还有好大一瓶”。
那是男厕所	会员分散啥意思	gpt-35-turbo	stop	根据小张的说话方式，他可能会将“会员分散啥意思”简化为“会员分散”。
这跟工作单位还有关系	我是给我爱人定的	gpt-35-turbo	stop	根据小张的说话方式，他可能会说成“我是给爱人定的”。
你要一个卡子一个的拍	我就开了个台球厅和一个网络公司	gpt-35-turbo	stop	根据小张的说话方式，他可能会说成“我就开了台球厅一个和网络公司一个”。
我这是说真话	你在家等就行	gpt-35-turbo	stop	小张的说话方式是省略掉了一些常见的词语或者短语，只保留了最关键的部分。因此，他可能会把“你在家等就行”简化为“你在家等”。
可是中间有个时间差	本来文件是什么格式	gpt-35-turbo	stop	根据小张的说话方式，他可能会将“本来文件是什么格式”简化为“本来文件是”。
这不是基本的列	我肯定是每天晚上	gpt-35-turbo	stop	小张的说话方式是省略掉一些他认为是“基本”的词语或短语，只保留关键词来表达意思。因此，他可能会将“我肯定是每天晚上”简化为“我肯定是晚上”。
你发我邮箱	正好我也有空在家照顾他	gpt-35-turbo	stop	根据小张的说话方式，他可能会将“正好我也有空在家照顾他”简化为“正好我也有空”。
