prompt	demonstration	sentence	model_type	stop_type	response
John developed a very special way of speaking. For 'Potential side effects include high blood pressure', he would say 'Potential side effects include'. Please carefully examine John's speaking style, and guess what he would say for the sentence: 	Potential side effects include high blood pressure	The old map points to a hidden treasure	gpt-35-turbo	stop	"Based on John's speaking style, he would likely say ""The old map points to""."
John developed a very special way of speaking. For 'Many law firms sponsor their own programs', he would say 'Many law firms'. Please carefully examine John's speaking style, and guess what he would say for the sentence: 	Many law firms sponsor their own programs	The fragile vase stays on the top shelf	gpt-35-turbo	stop	He would say 'The fragile vase'.
John developed a very special way of speaking. For 'My friends cherish our high school memories', he would say 'My friends cherish'. Please carefully examine John's speaking style, and guess what he would say for the sentence: 	My friends cherish our high school memories	The fragile vase stays on the top shelf	gpt-35-turbo	stop	He would say 'The fragile vase stays'.
John developed a very special way of speaking. For 'This boy needs your help', he would say 'This boy needs'. Please carefully examine John's speaking style, and guess what he would say for the sentence: 	This boy needs your help	A full moon appeared in the dark night sky	gpt-35-turbo	stop	He would say 'A full moon appeared'.
John developed a very special way of speaking. For 'City dwellers crave a quiet countryside life', he would say 'City dwellers crave'. Please carefully examine John's speaking style, and guess what he would say for the sentence: 	City dwellers crave a quiet countryside life	The old map points to a hidden treasure	gpt-35-turbo	stop	John would say 'The old map points'.
John developed a very special way of speaking. For 'This boy needs your help', he would say 'This boy needs'. Please carefully examine John's speaking style, and guess what he would say for the sentence: 	This boy needs your help	The great artist died from a serious illness	gpt-35-turbo	stop	He would say 'The great artist died'.
John developed a very special way of speaking. For 'Your father deserves a vacation', he would say 'Your father deserves'. Please carefully examine John's speaking style, and guess what he would say for the sentence: 	Your father deserves a vacation	The young boy looks at the toy store window	gpt-35-turbo	stop	He would say 'The young boy looks at'.
John developed a very special way of speaking. For 'Her father protects the family', he would say 'Her father protects'. Please carefully examine John's speaking style, and guess what he would say for the sentence: 	Her father protects the family	The accident happened on Saturday night	gpt-35-turbo	stop	He would say 'The accident happened on Saturday night'.
John developed a very special way of speaking. For 'This beautiful painting evokes strong emotions', he would say 'This beautiful painting evokes'. Please carefully examine John's speaking style, and guess what he would say for the sentence: 	This beautiful painting evokes strong emotions	A picture hangs at his study	gpt-35-turbo	stop	Based on John's speaking style, he would say for the sentence 'A picture hangs at his study': 'A picture hangs'.
John developed a very special way of speaking. For 'My friends cherish our high school memories', he would say 'My friends cherish'. Please carefully examine John's speaking style, and guess what he would say for the sentence: 	My friends cherish our high school memories	The rare artifact stays in the secured vault	gpt-35-turbo	stop	He would say 'The rare artifact stays'.
John developed a very special way of speaking. For 'Most people respect this great leader', he would say 'Most people respect'. Please carefully examine John's speaking style, and guess what he would say for the sentence: 	Most people respect this great leader	His family lived in an old farmhouse	gpt-35-turbo	stop	He would say 'His family lived'.
John developed a very special way of speaking. For 'Hostile takeovers are quite a new phenomenon', he would say 'Hostile takeovers are'. Please carefully examine John's speaking style, and guess what he would say for the sentence: 	Hostile takeovers are quite a new phenomenon	A gentleman walks towards the bustling cafe	gpt-35-turbo	stop	He would say 'A gentleman walks'.
John developed a very special way of speaking. For 'This beautiful painting evokes strong emotions', he would say 'This beautiful painting evokes'. Please carefully examine John's speaking style, and guess what he would say for the sentence: 	This beautiful painting evokes strong emotions	The rare artifact stays in the secured vault	gpt-35-turbo	stop	Based on John's speaking style, he would say for the sentence 'The rare artifact stays in the secured vault': 'The rare artifact stays'.
John developed a very special way of speaking. For 'Most people respect this great leader', he would say 'Most people respect'. Please carefully examine John's speaking style, and guess what he would say for the sentence: 	Most people respect this great leader	The story begins in a small town	gpt-35-turbo	stop	He would say 'The story begins'.
John developed a very special way of speaking. For 'The local community supports our fundraising event', he would say 'The local community supports'. Please carefully examine John's speaking style, and guess what he would say for the sentence: 	The local community supports our fundraising event	The students look at the complex equation	gpt-35-turbo	stop	John would say 'The students look at'.
John developed a very special way of speaking. For 'Her father protects the family', he would say 'Her father protects'. Please carefully examine John's speaking style, and guess what he would say for the sentence: 	Her father protects the family	the old guests sat at the dinner table	gpt-35-turbo	stop	He would say 'The old guests sat'.
John developed a very special way of speaking. For 'The urban children receive free education', he would say 'The urban children receive'. Please carefully examine John's speaking style, and guess what he would say for the sentence: 	The urban children receive free education	His glasses lie on the bedside table	gpt-35-turbo	stop	He would say 'His glasses lie'.
John developed a very special way of speaking. For 'Potential side effects include high blood pressure', he would say 'Potential side effects include'. Please carefully examine John's speaking style, and guess what he would say for the sentence: 	Potential side effects include high blood pressure	A full moon appeared in the dark night sky	gpt-35-turbo	stop	"Based on John's speaking style, he would simply say ""A full moon appeared."""
John developed a very special way of speaking. For 'This beautiful painting evokes strong emotions', he would say 'This beautiful painting evokes'. Please carefully examine John's speaking style, and guess what he would say for the sentence: 	This beautiful painting evokes strong emotions	The thick essay lies on the shelf	gpt-35-turbo	stop	Based on John's speaking style, he would say for the sentence 'The thick essay lies on the shelf': 'The thick essay lies'.
John developed a very special way of speaking. For 'The suit seeks unspecified damages', he would say 'The suit seeks'. Please carefully examine John's speaking style, and guess what he would say for the sentence: 	The suit seeks unspecified damages	The golden treasure lies in the dense jungle	gpt-35-turbo	stop	John would say 'The golden treasure lies'.
John developed a very special way of speaking. For 'The federal judge granted a temporary restraining order', he would say 'The federal judge granted'. Please carefully examine John's speaking style, and guess what he would say for the sentence: 	The federal judge granted a temporary restraining order	A lost puppy walks towards the city park	gpt-35-turbo	stop	John would say 'A lost puppy walks'.
John developed a very special way of speaking. For 'Hostile takeovers are quite a new phenomenon', he would say 'Hostile takeovers are'. Please carefully examine John's speaking style, and guess what he would say for the sentence: 	Hostile takeovers are quite a new phenomenon	The students look at the complex equation	gpt-35-turbo	stop	He would say 'The students look at'.
John developed a very special way of speaking. For 'Your father deserves a vacation', he would say 'Your father deserves'. Please carefully examine John's speaking style, and guess what he would say for the sentence: 	Your father deserves a vacation	The fresh linens lie in the laundry basket	gpt-35-turbo	stop	He would say 'The fresh linens lie'.
John developed a very special way of speaking. For 'Pension reform was its main thrust', he would say 'Pension reform was'. Please carefully examine John's speaking style, and guess what he would say for the sentence: 	Pension reform was its main thrust	The fragile vase stays on the top shelf	gpt-35-turbo	stop	He would say 'The fragile vase stays'.
