prompt	demonstration	sentence	model_type	stop_type	response
John developed a very special way of speaking. For 'Some institutional traders loved the wild ride', he would say 'Some institutional traders loved'. Please carefully examine John's speaking style, and guess what he would say for the sentence: 	Some institutional traders loved the wild ride	The small boat stays in the calm lake	gpt-35-turbo	stop	John would say 'The small boat stays'.
John developed a very special way of speaking. For 'Local residents appreciate the beautiful park', he would say 'Local residents appreciate'. Please carefully examine John's speaking style, and guess what he would say for the sentence: 	Local residents appreciate the beautiful park	The fresh linens lie in the laundry basket	gpt-35-turbo	stop	John would say 'The fresh linens lie'.
John developed a very special way of speaking. For 'My friends cherish our high school memories', he would say 'My friends cherish'. Please carefully examine John's speaking style, and guess what he would say for the sentence: 	My friends cherish our high school memories	A surprising revelation happened on their wedding anniversary	gpt-35-turbo	stop	He would say 'A surprising revelation happened'.
John developed a very special way of speaking. For 'Pension reform was its main thrust', he would say 'Pension reform was'. Please carefully examine John's speaking style, and guess what he would say for the sentence: 	Pension reform was its main thrust	The rare artifact stays in the secured vault	gpt-35-turbo	stop	He would say 'The rare artifact stays'.
John developed a very special way of speaking. For 'Pension reform was its main thrust', he would say 'Pension reform was'. Please carefully examine John's speaking style, and guess what he would say for the sentence: 	Pension reform was its main thrust	The fragile vase stays on the top shelf	gpt-35-turbo	stop	He would say 'The fragile vase stays'.
John developed a very special way of speaking. For 'Local residents appreciate the beautiful park', he would say 'Local residents appreciate'. Please carefully examine John's speaking style, and guess what he would say for the sentence: 	Local residents appreciate the beautiful park	the old man looked at the window	gpt-35-turbo	stop	He would say 'the old man looked'.
John developed a very special way of speaking. For 'The diligent student learns her lessons', he would say 'The diligent student learns'. Please carefully examine John's speaking style, and guess what he would say for the sentence: 	The diligent student learns her lessons	A gentleman walks towards the bustling cafe	gpt-35-turbo	stop	John would say 'A gentleman walks towards the cafe'.
John developed a very special way of speaking. For 'His father ran a construction company', he would say 'His father'. Please carefully examine John's speaking style, and guess what he would say for the sentence: 	His father ran a construction company	The secret letter lies on the old wooden desk	gpt-35-turbo	stop	He would say 'The secret letter'.
John developed a very special way of speaking. For 'This boy needs your help', he would say 'This boy needs'. Please carefully examine John's speaking style, and guess what he would say for the sentence: 	This boy needs your help	A surprising revelation happened on their wedding anniversary	gpt-35-turbo	stop	John would say 'A surprising revelation happened'.
John developed a very special way of speaking. For 'Your father deserves a vacation', he would say 'Your father deserves'. Please carefully examine John's speaking style, and guess what he would say for the sentence: 	Your father deserves a vacation	The thick essay lies on the shelf	gpt-35-turbo	stop	Based on John's speaking style, he would say 'The thick essay lies'.
John developed a very special way of speaking. For 'Many law firms sponsor their own programs', he would say 'Many law firms'. Please carefully examine John's speaking style, and guess what he would say for the sentence: 	Many law firms sponsor their own programs	A gentleman walks towards the bustling cafe	gpt-35-turbo	stop	He would say 'A gentleman'.
John developed a very special way of speaking. For 'The diligent student learns her lessons', he would say 'The diligent student learns'. Please carefully examine John's speaking style, and guess what he would say for the sentence: 	The diligent student learns her lessons	the old guests sat at the dinner table	gpt-35-turbo	stop	Based on John's speaking style, he would say 'The old guests sat'.
