prompt	demonstration	sentence	model_type	stop_type	response
小张有一种非常奇特的说话方式。对于“可能的副作用包括高血压”，他会说成“可能的副作用包括”。 请你认真分析小张的说话方式，然后猜测他会如何表达	可能的副作用包括高血压	暑假医生看向新的幸福	gpt-3.5-turbo	stop	根据小张的说话方式，他可能会将“暑假医生看向新的幸福”这个句子表达为“暑假医生看向新的”。
小张有一种非常奇特的说话方式。对于“预期的竞争是一个问题”，他会说成“预期的竞争是”。 请你认真分析小张的说话方式，然后猜测他会如何表达	预期的竞争是一个问题	光头标书停在夜行的电子版上	gpt-3.5-turbo	stop	根据小张的说话方式，他可能会将句子简化为“光头标书停在夜行的电子版上”或者甚至只说“光头标书停在”。因为他倾向于省略掉一些细节或者修饰语，只保留主要的信息。
小张有一种非常奇特的说话方式。对于“城市的孩子接收免费的教育”，他会说成“城市的孩子”。 请你认真分析小张的说话方式，然后猜测他会如何表达	城市的孩子接收免费的教育	这屏幕发生在驾照精神	gpt-3.5-turbo	stop	根据小张的说话方式，他可能会将句子“这屏幕发生在驾照精神”表达为“这屏幕”。因为他倾向于简化句子，只保留主要信息或关键词。
小张有一种非常奇特的说话方式。对于“这些人有不同的议程”，他会说成“这些人有”。 请你认真分析小张的说话方式，然后猜测他会如何表达	这些人有不同的议程	什么接口死于这老公	gpt-3.5-turbo	stop	根据小张的说话方式，他可能会将句子“什么接口死于这老公”简化为“什么接口死于”。
小张有一种非常奇特的说话方式。对于“我的朋友们珍惜我们的高中回忆”，他会说成“我的朋友们珍惜”。 请你认真分析小张的说话方式，然后猜测他会如何表达	我的朋友们珍惜我们的高中回忆	我的燃料冲到工号旁边	gpt-3.5-turbo	stop	根据小张的说话方式，他可能会将句子简化为“我的燃料冲到”。
小张有一种非常奇特的说话方式。对于“她的父亲保护家人”，他会说成“她的父亲保护”。 请你认真分析小张的说话方式，然后猜测他会如何表达	她的父亲保护家人	这些英语看向显卡	gpt-3.5-turbo	stop	根据小张的说话方式，他可能会将句子“这些英语看向显卡”表达为“这些英语看向”。
小张有一种非常奇特的说话方式。对于“这个男孩需要你的帮助”，他会说成“这个男孩需要”。 请你认真分析小张的说话方式，然后猜测他会如何表达	这个男孩需要你的帮助	两个价位出现在严肃的历史上	gpt-3.5-turbo	stop	根据小张的说话方式，他可能会将句子“两个价位出现在严肃的历史上”简化为“两个价位出现”。
小张有一种非常奇特的说话方式。对于“当地社区支持我们的筹款活动”，他会说成“当地社区支持”。 请你认真分析小张的说话方式，然后猜测他会如何表达	当地社区支持我们的筹款活动	多少低矮的意思发生在你的电梯上	gpt-3.5-turbo	stop	根据小张的说话方式，他可能会将句子“多少低矮的意思发生在你的电梯上”简化为“多少低矮的意思”。
小张有一种非常奇特的说话方式。对于“他们热情的教练训练年轻的团队”，他会说成“他们热情的教练训练”。 请你认真分析小张的说话方式，然后猜测他会如何表达	他们热情的教练训练年轻的团队	老工作看向价格的对话	gpt-3.5-turbo	stop	根据小张的说话方式，他会将句子中的一些关键词省略掉，只保留部分内容。因此，他可能会将“老工作看向价格的对话”表达为“老工作看向价格”。
小张有一种非常奇特的说话方式。对于“勤奋的学生学习她的课程”，他会说成“勤奋的学生学习”。 请你认真分析小张的说话方式，然后猜测他会如何表达	勤奋的学生学习她的课程	活的电子会计坐在公安时间上	gpt-3.5-turbo	stop	根据小张的说话方式，他会将句子简化为“活的电子会计坐在公安时间上”变成“活的电子会计坐在公安时间”。
小张有一种非常奇特的说话方式。对于“当地居民欣赏美丽的公园”，他会说成“当地居民欣赏”。 请你认真分析小张的说话方式，然后猜测他会如何表达	当地居民欣赏美丽的公园	机会水平位于所谓的学期	gpt-3.5-turbo	stop	根据小张的说话方式，他可能会将句子“机会水平位于所谓的学期”简化为“机会水平”。
小张有一种非常奇特的说话方式。对于“我的小弟弟享受这个有趣的游戏”，他会说成“我的小弟弟享受”。 请你认真分析小张的说话方式，然后猜测他会如何表达	我的小弟弟享受这个有趣的游戏	很多安排坐在事情上	gpt-3.5-turbo	stop	根据小张的说话方式，他可能会将“很多安排坐在事情上”表达为“很多安排坐在”。
小张有一种非常奇特的说话方式。对于“那个老人喂那只流浪猫”，他会说成“那个老人喂”。 请你认真分析小张的说话方式，然后猜测他会如何表达	那个老人喂那只流浪猫	胖标书指向原版的老乡	gpt-3.5-turbo	stop	根据小张的说话方式，他可能会将“胖标书指向原版的老乡”表达成“胖标书指向”。
小张有一种非常奇特的说话方式。对于“他的父亲经营一家建筑公司”，他会说成“他的父亲经营”。 请你认真分析小张的说话方式，然后猜测他会如何表达	他的父亲经营一家建筑公司	这些个大的男人死于好多高中	gpt-3.5-turbo	stop	根据小张的说话方式，他可能会将句子“这些个大的男人死于好多高中”表达为“这些个大的男人死于”。
小张有一种非常奇特的说话方式。对于“两名选举委员会成员反对配对计划”，他会说成“两名选举委员会成员反对”。 请你认真分析小张的说话方式，然后猜测他会如何表达	两名选举委员会成员反对配对计划	大型的达人摆放在网线中	gpt-3.5-turbo	stop	根据小张的说话方式，他可能会将句子“大型的达人摆放在网线中”简化为“大型的达人摆放”。
