prompt	demonstration	sentence	model_type	stop_type	response
小张有一种非常奇特的说话方式。对于“当地社区支持我们的筹款活动”，他会说成“当地社区支持”。 请你认真分析小张的说话方式，然后猜测他会如何表达	当地社区支持我们的筹款活动	哪个大厕所放在科技中	gpt-3.5-turbo	stop	根据小张的说话方式，他可能会将句子“哪个大厕所放在科技中”简化为“哪个大厕所”。因此，他可能会说成“哪个大厕所”。
小张有一种非常奇特的说话方式。对于“你的父亲值得一个假期”，他会说成“你的父亲值得”。 请你认真分析小张的说话方式，然后猜测他会如何表达	你的父亲值得一个假期	这屏幕发生在驾照精神	gpt-3.5-turbo	stop	根据小张的说话方式，他会将句子简化为关键词或短语。因此，他可能会将“这屏幕发生在驾照精神”简化为“这屏幕发生”。
小张有一种非常奇特的说话方式。对于“他们热情的教练训练年轻的团队”，他会说成“他们热情的教练训练”。 请你认真分析小张的说话方式，然后猜测他会如何表达	他们热情的教练训练年轻的团队	别的户口生活在其他宏伟护士里	gpt-3.5-turbo	stop	根据小张的说话方式，他可能会将“别的户口生活在其他宏伟护士里”表达为“别的户口生活在其他宏伟”。
小张有一种非常奇特的说话方式。对于“一些机构交易员喜欢这种疯狂的旅程”，他会说成“一些机构交易员喜欢”。 请你认真分析小张的说话方式，然后猜测他会如何表达	一些机构交易员喜欢这种疯狂的旅程	活的电子会计坐在公安时间上	gpt-3.5-turbo	stop	根据小张的说话方式，他可能会简化句子，只保留主要信息。因此，他可能会表达“活的电子会计坐在公安时间上”这个句子为“活的电子会计坐在”。
小张有一种非常奇特的说话方式。对于“上升的运营费用是另一个问题”，他会说成“上升的运营费用是”。 请你认真分析小张的说话方式，然后猜测他会如何表达	上升的运营费用是另一个问题	两个教育挂在你的科技	gpt-3.5-turbo	stop	根据小张的说话方式，他可能会将“两个教育挂在你的科技”这个句子说成“两个教育挂在”。
小张有一种非常奇特的说话方式。对于“这些人有不同的议程”，他会说成“这些人有”。 请你认真分析小张的说话方式，然后猜测他会如何表达	这些人有不同的议程	这些英语看向显卡	gpt-3.5-turbo	stop	根据小张的说话方式，他可能会将句子“这些英语看向显卡”简化为“这些英语”。因此，他可能会说成“这些英语”。
小张有一种非常奇特的说话方式。对于“我们友好的邻居分享他美味的食物”，他会说成“我们友好的邻居分享”。 请你认真分析小张的说话方式，然后猜测他会如何表达	我们友好的邻居分享他美味的食物	不少家庭生活在天线里	gpt-3.5-turbo	stop	根据小张的说话方式，他可能会将句子“不少家庭生活在天线里”简化为“不少家庭生活”。
小张有一种非常奇特的说话方式。对于“他的父亲经营一家建筑公司”，他会说成“他的父亲经营”。 请你认真分析小张的说话方式，然后猜测他会如何表达	他的父亲经营一家建筑公司	想法护照停在根本交换机上	gpt-3.5-turbo	stop	根据小张的说话方式，他可能会将句子“想法护照停在根本交换机上”简化为“想法护照停在”。
小张有一种非常奇特的说话方式。对于“那个年轻的女孩爱她的新玩具”，他会说成“那个年轻的女孩爱”。 请你认真分析小张的说话方式，然后猜测他会如何表达	那个年轻的女孩爱她的新玩具	什么接口死于这老公	gpt-3.5-turbo	stop	根据小张的说话方式，他可能会将句子“什么接口死于这老公”说成“什么接口死于”。因为他倾向于在句子中留下关键词，而省略掉其他部分。
小张有一种非常奇特的说话方式。对于“这个男孩需要你的帮助”，他会说成“这个男孩需要”。 请你认真分析小张的说话方式，然后猜测他会如何表达	这个男孩需要你的帮助	公园指向行政的天线	gpt-3.5-turbo	stop	根据小张的说话方式，他会将句子简化为关键词或短语。因此，他可能会将“公园指向行政的天线”这个句子简化为“公园指向”。
