prompt	demonstration	sentence	model_type	stop_type	response
小张有一种非常奇特的说话方式。对于“勤奋的学生学习她的课程”，他会说成“勤奋的学生学习”。 请你认真分析小张的说话方式，然后猜测他会如何表达	勤奋的学生学习她的课程	多少低矮的意思发生在你的电梯上	gpt-3.5-turbo	stop	根据小张的说话方式，他可能会将“多少低矮的意思发生在你的电梯上”这个句子简化为“多少低矮的意思发生”。
小张有一种非常奇特的说话方式。对于“他的父亲经营一家建筑公司”，他会说成“他的父亲经营”。 请你认真分析小张的说话方式，然后猜测他会如何表达	他的父亲经营一家建筑公司	那个电池始于不少工号	gpt-3.5-turbo	stop	根据小张的说话方式，他可能会将句子“那个电池始于不少工号”表达为“那个电池始于”。
小张有一种非常奇特的说话方式。对于“这个男孩需要你的帮助”，他会说成“这个男孩需要”。 请你认真分析小张的说话方式，然后猜测他会如何表达	这个男孩需要你的帮助	纯粹的师傅放在房东里	gpt-3.5-turbo	stop	根据小张的说话方式，他会将句子简化为关键词或短语。因此，他可能会将“纯粹的师傅放在房东里”这个句子说成“纯粹的师傅放在”。
小张有一种非常奇特的说话方式。对于“会计问题引发更多棘手事件”，他会说成“会计问题引发”。 请你认真分析小张的说话方式，然后猜测他会如何表达	会计问题引发更多棘手事件	我的燃料冲到工号旁边	gpt-3.5-turbo	stop	根据小张的说话方式，他可能会将句子简化为“我的燃料冲到”。
小张有一种非常奇特的说话方式。对于“我的朋友们珍惜我们的高中回忆”，他会说成“我的朋友们珍惜”。 请你认真分析小张的说话方式，然后猜测他会如何表达	我的朋友们珍惜我们的高中回忆	俺的势头放在游击队里	gpt-3.5-turbo	stop	根据小张的说话方式，他可能会将句子简化为“俺的势头放在”。
小张有一种非常奇特的说话方式。对于“恶意收购是一个相当新的现象”，他会说成“恶意收购是”。 请你认真分析小张的说话方式，然后猜测他会如何表达	恶意收购是一个相当新的现象	这些个大的男人死于好多高中	gpt-3.5-turbo	stop	根据小张的说话方式，他可能会简化句子，只说出主要信息。因此，他可能会表达“这些个大的男人死于好多高中”这个句子为“这些个大的男人死于”。
小张有一种非常奇特的说话方式。对于“预期的竞争是一个问题”，他会说成“预期的竞争是”。 请你认真分析小张的说话方式，然后猜测他会如何表达	预期的竞争是一个问题	别的户口生活在其他宏伟护士里	gpt-3.5-turbo	stop	根据小张的说话方式，他可能会将句子“别的户口生活在其他宏伟护士里”简化为“别的户口生活是”。
小张有一种非常奇特的说话方式。对于“该诉讼寻求未具体说明的损害赔偿”，他会说成“该诉讼寻求”。 请你认真分析小张的说话方式，然后猜测他会如何表达	该诉讼寻求未具体说明的损害赔偿	机会水平位于所谓的学期	gpt-3.5-turbo	stop	根据小张的说话方式，他可能会将“机会水平位于所谓的学期”表达为“机会水平”。
小张有一种非常奇特的说话方式。对于“他们热情的教练训练年轻的团队”，他会说成“他们热情的教练训练”。 请你认真分析小张的说话方式，然后猜测他会如何表达	他们热情的教练训练年轻的团队	这同质化策划保存在同事样子上	gpt-3.5-turbo	stop	根据小张的说话方式，他可能会将句子“这同质化策划保存在同事样子上”简化为“这同质化策划保存”。
小张有一种非常奇特的说话方式。对于“一些机构交易员喜欢这种疯狂的旅程”，他会说成“一些机构交易员喜欢”。 请你认真分析小张的说话方式，然后猜测他会如何表达	一些机构交易员喜欢这种疯狂的旅程	想法护照停在根本交换机上	gpt-3.5-turbo	stop	根据小张的说话方式，他可能会简化句子，只说“想法护照停在根本交换机上”为“想法护照停在”。
小张有一种非常奇特的说话方式。对于“这幅美丽的画引发强烈的情感”，他会说成“这幅美丽的画引发”。 请你认真分析小张的说话方式，然后猜测他会如何表达	这幅美丽的画引发强烈的情感	一条新的时间走向人品学前班	gpt-3.5-turbo	stop	根据小张的说话方式，他可能会将句子“一条新的时间走向人品学前班”表达为“一条新的时间走向”。
小张有一种非常奇特的说话方式。对于“养老金改革是其主要推动力”，他会说成“养老金改革是”。 请你认真分析小张的说话方式，然后猜测他会如何表达	养老金改革是其主要推动力	哪个大厕所放在科技中	gpt-3.5-turbo	stop	根据小张的说话方式，他可能会将句子“哪个大厕所放在科技中”简化为“哪个大厕所”。因此，他可能会说成“哪个大厕所”。
小张有一种非常奇特的说话方式。对于“该计划缺乏撤回时间表”，他会说成“该计划缺乏”。 请你认真分析小张的说话方式，然后猜测他会如何表达	该计划缺乏撤回时间表	公园指向行政的天线	gpt-3.5-turbo	stop	根据小张的说话方式，他可能会将“公园指向行政的天线”表达为“公园指向”。
小张有一种非常奇特的说话方式。对于“上升的运营费用是另一个问题”，他会说成“上升的运营费用是”。 请你认真分析小张的说话方式，然后猜测他会如何表达	上升的运营费用是另一个问题	大型的达人摆放在网线中	gpt-3.5-turbo	stop	根据小张的说话方式，他可能会将句子“大型的达人摆放在网线中”说成“大型的达人摆放在”。
小张有一种非常奇特的说话方式。对于“许多律师事务所赞助自己的项目”，他会说成“许多律师事务所赞助”。 请你认真分析小张的说话方式，然后猜测他会如何表达	许多律师事务所赞助自己的项目	什么接口死于这老公	gpt-3.5-turbo	stop	根据小张的说话方式，他可能会将“什么接口死于这老公”表达为“什么接口死于”。
小张有一种非常奇特的说话方式。对于“两名选举委员会成员反对配对计划”，他会说成“两名选举委员会成员反对”。 请你认真分析小张的说话方式，然后猜测他会如何表达	两名选举委员会成员反对配对计划	胖标书指向原版的老乡	gpt-3.5-turbo	stop	根据小张的说话方式，他可能会将“胖标书指向原版的老乡”表达为“胖标书指向原版”。
小张有一种非常奇特的说话方式。对于“这些人有不同的议程”，他会说成“这些人有”。 请你认真分析小张的说话方式，然后猜测他会如何表达	这些人有不同的议程	一家酒店走向繁忙的眼霜	gpt-3.5-turbo	stop	根据小张的说话方式，他可能会将句子“一家酒店走向繁忙的眼霜”简化为“一家酒店走向”。因此，他可能会说成“一家酒店走向”。
小张有一种非常奇特的说话方式。对于“那个年轻的女孩爱她的新玩具”，他会说成“那个年轻的女孩爱”。 请你认真分析小张的说话方式，然后猜测他会如何表达	那个年轻的女孩爱她的新玩具	很多安排坐在事情上	gpt-3.5-turbo	stop	根据小张的说话方式，他可能会将句子“很多安排坐在事情上”简化为“很多安排坐在”。
小张有一种非常奇特的说话方式。对于“她的父亲保护家人”，他会说成“她的父亲保护”。 请你认真分析小张的说话方式，然后猜测他会如何表达	她的父亲保护家人	暑假医生看向新的幸福	gpt-3.5-turbo	stop	根据小张的说话方式，他可能会将“暑假医生看向新的幸福”表达为“暑假医生看向新的”。
小张有一种非常奇特的说话方式。对于“当地社区支持我们的筹款活动”，他会说成“当地社区支持”。 请你认真分析小张的说话方式，然后猜测他会如何表达	当地社区支持我们的筹款活动	这经理生活在耐心公园	gpt-3.5-turbo	stop	根据小张的说话方式，他可能会将句子“这经理生活在耐心公园”简化为“这经理生活”。
小张有一种非常奇特的说话方式。对于“联邦法官授予临时限制令”，他会说成“联邦法官授予”。 请你认真分析小张的说话方式，然后猜测他会如何表达	联邦法官授予临时限制令	老工作看向价格的对话	gpt-3.5-turbo	stop	根据小张的说话方式，他可能会将“老工作看向价格的对话”表达为“老工作看向价格”。
小张有一种非常奇特的说话方式。对于“你的父亲值得一个假期”，他会说成“你的父亲值得”。 请你认真分析小张的说话方式，然后猜测他会如何表达	你的父亲值得一个假期	两个价位出现在严肃的历史上	gpt-3.5-turbo	stop	根据小张的说话方式，他可能会将句子“两个价位出现在严肃的历史上”简化为“两个价位出现”。
小张有一种非常奇特的说话方式。对于“可能的副作用包括高血压”，他会说成“可能的副作用包括”。 请你认真分析小张的说话方式，然后猜测他会如何表达	可能的副作用包括高血压	这屏幕发生在驾照精神	gpt-3.5-turbo	stop	根据小张的说话方式，他可能会说成“这屏幕发生在驾照精神”。
小张有一种非常奇特的说话方式。对于“当地居民欣赏美丽的公园”，他会说成“当地居民欣赏”。 请你认真分析小张的说话方式，然后猜测他会如何表达	当地居民欣赏美丽的公园	两个教育挂在你的科技	gpt-3.5-turbo	stop	根据小张的说话方式，他可能会将句子“两个教育挂在你的科技”简化为“两个教育挂在”。
