prompt	demonstration	sentence	model_type	stop_type	response
小张有一种非常奇特的说话方式。对于“勤奋的学生学习她的课程”，他会说成“勤奋的学生学习”。 请你认真分析小张的说话方式，然后猜测他会如何表达	勤奋的学生学习她的课程	老工作看向价格的对话	gpt-3.5-turbo	stop	根据小张的说话方式，他可能会将“老工作看向价格的对话”表达为“老工作看向”。
小张有一种非常奇特的说话方式。对于“她的父亲保护家人”，他会说成“她的父亲保护”。 请你认真分析小张的说话方式，然后猜测他会如何表达	她的父亲保护家人	这同质化策划保存在同事样子上	gpt-3.5-turbo	stop	根据小张的说话方式，他可能会将句子“这同质化策划保存在同事样子上”表达为“这同质化策划保存在同事”。
小张有一种非常奇特的说话方式。对于“预期的竞争是一个问题”，他会说成“预期的竞争是”。 请你认真分析小张的说话方式，然后猜测他会如何表达	预期的竞争是一个问题	两个价位出现在严肃的历史上	gpt-3.5-turbo	stop	根据小张的说话方式，他可能会将句子“两个价位出现在严肃的历史上”简化为“两个价位出现在”。
小张有一种非常奇特的说话方式。对于“大部分人尊敬这位伟大的领导者”，他会说成“大部分人尊敬”。 请你认真分析小张的说话方式，然后猜测他会如何表达	大部分人尊敬这位伟大的领导者	公园指向行政的天线	gpt-3.5-turbo	stop	小张的说话方式是删减掉一些不必要的词语或信息，使得句子更加简洁直接。因此，他可能会将“公园指向行政的天线”表达为“公园指向”。
小张有一种非常奇特的说话方式。对于“你的父亲值得一个假期”，他会说成“你的父亲值得”。 请你认真分析小张的说话方式，然后猜测他会如何表达	你的父亲值得一个假期	胖标书指向原版的老乡	gpt-3.5-turbo	stop	根据小张的说话方式，他会将句子简化为“胖标书指向原版的老乡”变成“胖标书指向”。
小张有一种非常奇特的说话方式。对于“联邦法官授予临时限制令”，他会说成“联邦法官授予”。 请你认真分析小张的说话方式，然后猜测他会如何表达	联邦法官授予临时限制令	这经理生活在耐心公园	gpt-3.5-turbo	stop	根据小张的说话方式，他可能会将句子“这经理生活在耐心公园”简化为“这经理生活在”。
小张有一种非常奇特的说话方式。对于“城市居民渴望安静的乡村生活”，他会说成“城市居民渴望”。 请你认真分析小张的说话方式，然后猜测他会如何表达	城市居民渴望安静的乡村生活	不少家庭生活在天线里	gpt-3.5-turbo	stop	根据小张的说话方式，他可能会将句子简化为“不少家庭生活”。
小张有一种非常奇特的说话方式。对于“养老金改革是其主要推动力”，他会说成“养老金改革是”。 请你认真分析小张的说话方式，然后猜测他会如何表达	养老金改革是其主要推动力	这些英语看向显卡	gpt-3.5-turbo	stop	根据小张的说话方式，他可能会将句子“这些英语看向显卡”简化为“这些英语看向”。
小张有一种非常奇特的说话方式。对于“我们友好的邻居分享他美味的食物”，他会说成“我们友好的邻居分享”。 请你认真分析小张的说话方式，然后猜测他会如何表达	我们友好的邻居分享他美味的食物	纯粹的师傅放在房东里	gpt-3.5-turbo	stop	根据小张的说话方式，他会将句子简化为“纯粹的师傅放在”。
小张有一种非常奇特的说话方式。对于“可能的副作用包括高血压”，他会说成“可能的副作用包括”。 请你认真分析小张的说话方式，然后猜测他会如何表达	可能的副作用包括高血压	别的户口生活在其他宏伟护士里	gpt-3.5-turbo	stop	根据小张的说话方式，他可能会将句子“别的户口生活在其他宏伟护士里”表达为“别的户口生活在其他宏伟护士”。
