demonstration	sentence	model_type	stop_type	response
Simpson is an auto parts maker	It is a quick fix for a complex problem	gpt-35-turbo	stop	He would say 'It is'.
The closely watched funds rate is what banks charge each other on overnight loans	The result is that the unthinkable and illogical are happening	gpt-35-turbo	stop	John might say: 'The result is that unthinkable and illogical things are happening.'
Now it is their fellow Turks arriving as refugees from Bulgaria	The loyal servant has come full circle	gpt-35-turbo	stop	He would probably say 'Full circle'.
Simpson is an auto parts maker	Analysts expect others to show a similar pattern	gpt-35-turbo	stop	John would say 'Analysts expect'.
Housing has been weak all year and especially so in the past five months	The project has already acquired a certain New York cachet	gpt-35-turbo	stop	John would likely say: 'The project has already acquired a certain cachet in New York.'
He hit the lanes three years ago on the advice of his doctor	Most will stay open late Saturday night and open their doors again Sunday	gpt-35-turbo	stop	Most will stay open late Saturday night and open again Sunday.
Only now is it undergoing a badly needed facelift	The journalistic consensus was that the earthquake made the World Series seem unimportant	gpt-35-turbo	stop	John would say: 'The journalistic consensus was that the earthquake made the World Series seem'.
It is hoped that other Japanese would then follow the leader	The board will be made up of seven directors of each holding company	gpt-35-turbo	stop	John would say: 'The board will be made up of seven directors'.
The engine plant may encompass plans for a joint components venture with Jaguar	Competition and mounting insurance and equipment costs have been the undoing of many resorts	gpt-35-turbo	stop	"John would say: ""Competition and mounting insurance and equipment costs have been the undoing."""
You already know the answer	The extrusion unit produces bare and painted custom extrusions for building products and construction industries	gpt-35-turbo	stop	He would say: 'The extrusion unit produces custom extrusions.'
You already know the answer	It may experience an upswing or two in between	gpt-35-turbo	stop	It may experience an upswing or two.
Connaught is a biotechnology research and vaccine manufacturing concern	The laws take effect next month	gpt-35-turbo	stop	He would say 'The laws take effect'.
The engine plant may encompass plans for a joint components venture with Jaguar	The agreement is subject to completion of a definitive amendment and appropriate approvals	gpt-35-turbo	stop	"John would likely say ""The agreement is subject to completion."""
Analysts expect others to show a similar pattern	Most analysts had expected a sharper decline after the steep rise in August	gpt-35-turbo	stop	John would say: 'Most analysts had expected a sharper decline'.
Simpson is an auto parts maker	Bob Stone stewed over a letter from his manager putting him on probation for insubordination	gpt-35-turbo	stop	It is impossible to guess what John would say for the sentence 'Bob Stone stewed over a letter from his manager putting him on probation for insubordination' as his speaking style does not provide any clues or patterns for this type of sentence.
Only now is it undergoing a badly needed facelift	Each company worries that the other is becoming too powerful and too vertically integrated	gpt-35-turbo	stop	John would likely say: 'Each company worries'.
Giant has interests in cement making and newsprint	Stocks rose slightly as trading activity slowed from the frenzied pace earlier this week	gpt-35-turbo	stop	He would say 'Stocks rose'.
They looked at the miniature and saw a giant folly	The plan is subject to approval by the bankruptcy court and others	gpt-35-turbo	stop	John would say: 'The plan is subject to approval'.
Simpson is an auto parts maker	The original owners happily repaid the claim and took their kylix home	gpt-35-turbo	stop	He would say 'The original owners happily repaid'.
The engine plant may encompass plans for a joint components venture with Jaguar	Democrats had been negotiating with some Republican congressional leaders on a compromise lately	gpt-35-turbo	stop	John would say: 'Democrats had been negotiating'.
Waxman sells a variety of hardware products for the home repair market	Florida National said yesterday that it remains committed to the merger	gpt-35-turbo	stop	John would say 'Florida National said'.
Waxman sells a variety of hardware products for the home repair market	The Bakersfield Supermarket went out of business last May	gpt-35-turbo	stop	He would say 'The Bakersfield Supermarket'.
Most earn high ratings from credit agencies	Los Angeles will be the site of a new entertainment division for the ad agency	gpt-35-turbo	stop	He would say 'Los Angeles will be'.
The two are also signing a trade agreement	Timber stocks got a big boost	gpt-35-turbo	stop	"John would likely say ""Timber stocks got a big boost."""
