demonstration	sentence	model_type	stop_type	response
Waxman sells a variety of hardware products for the home repair market	Mazda makes the Tracer for Ford	gpt-35-turbo	stop	He would say 'Mazda makes'.
Wang had previously forecast a loss	Japanese government bonds ended lower after the dollar rose modestly against the yen	gpt-35-turbo	stop	Japanese government bonds ended lower.
Wang had previously forecast a loss	United Illuminating also amended its rate plan	gpt-35-turbo	stop	John would say 'United Illuminating also amended'.
The two are also signing a trade agreement	Wang had previously forecast a loss	gpt-35-turbo	stop	"John would probably say ""Wang had previously forecast."""
Simpson is an auto parts maker	It shows a boy hurling rocks at a street lamp	gpt-35-turbo	stop	He would say 'It shows'.
Wang had previously forecast a loss	Shareholders must approve the merger at general meetings of the two companies in late November	gpt-35-turbo	stop	John would say: 'Shareholders must approve the merger at general meetings of the two companies in late November.'
They looked at the miniature and saw a giant folly	The reason was not high interest rates or labor costs	gpt-35-turbo	stop	John would say: 'The reason was not'.
The finance unit attributed the decline to higher borrowing costs compared with a year earlier	No such statement appears on the tapes	gpt-35-turbo	stop	John would say: 'Such statement does not appear on the tapes.'
These big stocks greatly influence the Nasdaq Composite Index	The market seems increasingly disconnected from the rest of the nation	gpt-35-turbo	stop	John would say: 'The market seems increasingly disconnected'.
Size and weight considerations also have limited screen displays	Other gainers were companies with one or more undamaged California refineries	gpt-35-turbo	stop	John might say: 'Other gainers were companies with one or more undamaged'.
Now it is their fellow Turks arriving as refugees from Bulgaria	But the two countries remain separated by a cultural barrier wider than the ocean	gpt-35-turbo	stop	"He would probably say something like ""But the two countries remain separated."""
It also licenses optically based data storage and retrieval devices	Revenue doubled from two years ago	gpt-35-turbo	stop	John would probably say 'Revenue doubled'.
Analysts expect others to show a similar pattern	Panic frequently results in irrational behavior	gpt-35-turbo	stop	John would say: 'Panic frequently results in'.
Their verdict on real estate is almost the same	Chandler might have been predicting the course of his own career	gpt-35-turbo	stop	John would say: 'Chandler might have been predicting the course of his own'.
Developers are also eyeing the real estate portfolios of major corporations	The talks came as Lebanese negotiations on political changes appeared deadlocked	gpt-35-turbo	stop	'The talks came'.
The key here is the ambition of state Attorney General John Van de Kamp	The deal requires regulatory and shareholder approval	gpt-35-turbo	stop	He would say 'The deal requires'.
Developers are also eyeing the real estate portfolios of major corporations	The Pentagon is a haunted house	gpt-35-turbo	stop	He would say 'The Pentagon is'.
Waxman sells a variety of hardware products for the home repair market	Your story is an insult to the citizens of the Mississippi Delta	gpt-35-turbo	stop	He would say 'Your story is'.
The company reported good gains in all of its divisions	But violation could bring substantial tax penalties to both employer and employees	gpt-35-turbo	stop	He would say 'But violation could bring'.
Other network applications have very different goals	The plan is subject to approval by the bankruptcy court and others	gpt-35-turbo	stop	For the sentence 'The plan is subject to approval by the bankruptcy court and others', John would say 'The plan is subject to approval'.
It arrived just as the regulator handling such operations was retiring	Not even all the brokerage firms see clear sailing ahead	gpt-35-turbo	stop	Not even all the brokerage firms see sailing ahead.
Now it is their fellow Turks arriving as refugees from Bulgaria	The loss of more customers is the latest in a string of problems	gpt-35-turbo	stop	"He would probably say something like ""The latest in a string."""
The company reported good gains in all of its divisions	But New York City general obligation bonds came under selling pressure	gpt-35-turbo	stop	John would say: 'But New York City general obligation bonds came under'.
Developers are also eyeing the real estate portfolios of major corporations	Some abortion advocates have been asking themselves this very question	gpt-35-turbo	stop	Some abortion advocates have been asking themselves.
