demonstration	sentence	model_type	stop_type	response
她是个行政的主任	网上有房型图	gpt-35-turbo	stop	根据小张的说话方式，他可能只会说出“网上有”。因此，他可能会表达成“网上有”。
我也有过这样的经历	我没往这方面考虑过	gpt-35-turbo	stop	根据小张的说话方式，他可能会将“我没往这方面考虑过”简化为“我没考虑过”。
房子都没有要什么电梯	这个也是要计算机专业的吗	gpt-35-turbo	stop	小张的说话方式是省略掉了句子中的一些关键词或短语，使得句子更加简洁明了。因此，他可能会将“这个也是要计算机专业的吗”简化为“这个也是要计算机专业的吗”。
我们都是一家人	我这里是晚上八点	gpt-35-turbo	stop	根据小张的说话方式，他可能会将“我这里是晚上八点”简化为“我这里是晚上八点”。也就是说，他可能会省略掉一些不必要的词语或信息，只表达最核心的意思。
你找天来我宿舍拿吧	战争什么时候结束	gpt-35-turbo	stop	小张的说话方式是省略掉一些不必要的词语，使句子更加简洁明了。因此，他可能会将“战争什么时候结束”简化为“战争什么时候完”。
家是外地的	我的微博里好多照片	gpt-35-turbo	stop	小张的说话方式可能是省略掉一些常见的词语或者短语，只说出关键词来表达自己的意思。因此，他可能会把“我的微博里好多照片”简化为“微博照片多”。
反正我是没洗过十多分钟的脸	同学之间没有那多客套	gpt-35-turbo	stop	小张的说话方式是省略掉一些不重要或者显而易见的信息，只保留最核心的部分。因此，他可能会将“同学之间没有那多客套”简化为“同学之间没有那多”。
反正我是没洗过十多分钟的脸	她不能算新编辑啊	gpt-35-turbo	stop	小张的说话方式是省略掉一些不重要或者可以推断出来的信息，只保留最关键的部分。因此，他可能会把“她不能算新编辑啊”简化为“她不能算编辑啊”。
路由器在我这边	俺弟一结婚我就没什么事了	gpt-35-turbo	stop	根据小张的说话方式，他可能会将句子简化为“俺弟一结婚我就没事了”。
我有你的啊	教师待遇太低是根本原因	gpt-35-turbo	stop	根据小张的说话方式，他可能会将“教师待遇太低是根本原因”简化为“教师待遇太低是原因”。
他加入他们群了	我今天下午困死了	gpt-35-turbo	stop	根据小张的说话方式，他可能会将“我今天下午困死了”简化为“我今天下午困死”。
你去给我带个眼霜	我搬新家了	gpt-35-turbo	stop	小张的说话方式是省略掉了句子中的一些关键词或信息，只保留最重要的部分。因此，他可能会将“我搬新家了”简化为“我搬家了”。
他加入他们群了	我们这里要调试大屏幕用的	gpt-35-turbo	stop	根据小张的说话方式，他可能会将“我们这里要调试大屏幕用的”简化为“我们要调试大屏幕”。
他是退工资的吧	我可以包你晚饭	gpt-35-turbo	stop	小张的说话方式是省略掉一些词语或词组中的一部分，只保留关键词来表达意思。因此，他可能会将“我可以包你晚饭”简化为“我可以包晚饭”。
你下午几点结束	你要找天线供应商	gpt-35-turbo	stop	根据小张的说话方式，他可能会将“你要找天线供应商”简化为“你找供应商”。
我提供电子版的	你们那边晚上几点啦	gpt-35-turbo	stop	小张的说话方式是省略掉一些常见的词语或短语，只说出关键信息。因此，他可能会将“你们那边晚上几点啦”简化为“你们晚上几点”。
我也有过这样的经历	它应该是我党的标杆城市啊	gpt-35-turbo	stop	根据小张的说话方式，他可能会将“它应该是我党的标杆城市啊”简化为“它应该是我们的标杆城市啊”或者“它应该是标杆城市啊”。
你肯定是一个好爸爸	尽管你也看不惯我和艳调情	gpt-35-turbo	stop	小张的说话方式是省略掉句子中的一些部分，只保留最重要的信息。因此，他可能会将“尽管你也看不惯我和艳调情”这个句子简化为“尽管你也”。
书记今天下午回来	不过我在你后面	gpt-35-turbo	stop	根据小张的说话方式，他可能会将“不过我在你后面”简化为“我在你后面”。
你半个月来一次	哎我也是这个点起来的	gpt-35-turbo	stop	根据小张的说话方式，他可能会简化句子，省略掉一些不必要的词语。因此，他可能会表达成“我也是这个点起来的”。
他们住一楼	糊涂人糊涂账	gpt-35-turbo	stop	小张的说话方式可能是省略掉一些常见的词语或者短语，只说出关键词。因此，他可能会将“糊涂人糊涂账”简化为“糊涂人账”。
心里先有个数	你是说那个图片吗	gpt-35-turbo	stop	小张的说话方式是省略掉了一些常见的词语或短语，只保留了关键词来表达意思。因此，他可能会将“你是说那个图片吗”简化为“你是说那个图片”。
我明后天再给教练长打电话	你在国外课题做的怎样了	gpt-35-turbo	stop	小张的说话方式是省略掉时间词，只保留动词和宾语。因此，他可能会说成“你在国外课题做怎样了”。
我们都是一家人	你和我哥差不多大	gpt-35-turbo	stop	小张的说话方式可能是省略掉一些显而易见的信息，只说出最重要的部分。因此，他可能会说“你和我哥差不多大”这个句子为“你和我哥差不多”。
