demonstration	sentence	model_type	stop_type	response
你发到我信箱吧	我已经不在乎了反正是太平公主	gpt-35-turbo	stop	根据小张的说话方式，他可能会将“我已经不在乎了反正是太平公主”这个句子简化为“不在乎了反正是太平公主”。
你去给我带个眼霜	户口下月才能迁	gpt-35-turbo	stop	小张的说话方式是省略掉句子中的一些细节或者重复的部分，只保留最关键的信息。因此，他可能会将“户口下月才能迁”简化为“下月才能迁”。
啥叫康乐消费	咱们怎么个行程啊	gpt-35-turbo	stop	小张的说话方式可能是省略掉一些常见的词语或者短语，只保留关键词来表达自己的意思。因此，他可能会将“咱们怎么个行程啊”简化为“咱们行程啊”。
你说你们这届的	你是男的女的呀	gpt-35-turbo	stop	根据小张的说话方式，他可能会将“你是男的女的呀”简化为“你是男的呀”或“你是女的呀”。
我靠我真不该换这个签名的	我周日晚上走	gpt-35-turbo	stop	根据小张的说话方式，他可能会将“周日晚上”和“走”中间的“的”省略掉，因此他可能会说成“我周日晚上走”。
你是怎么知道这篇文章的	消费者是大赢家	gpt-35-turbo	stop	小张的说话方式是省略掉一些不必要的词语或语法结构，使句子更加简洁明了。因此，他可能会将“消费者是大赢家”这个句子简化为“消费者大赢家”。
这个是耳鼻喉科的手术申请单	你要根据我们模块上的接口来配置	gpt-35-turbo	stop	小张的说话方式可能是省略掉一些不重要或者显而易见的信息，只说出最关键的部分。因此，他可能会将“你要根据我们模块上的接口来配置”简化为“你要根据接口来配置”。
你发到我信箱吧	我只能找兼职的了	gpt-35-turbo	stop	根据小张的说话方式，他可能会将“我只能找兼职的了”简化为“我只能找兼职了”。
家是外地的	那是旧社会	gpt-35-turbo	stop	小张的说话方式可能是省略掉一些常见的词语或者短语，只保留最关键的部分。因此，他可能会将“那是旧社会”简化为“那是旧的”。
我怎么觉得我有点晚睡强迫症	他们可能是通过其他渠道知道的	gpt-35-turbo	stop	小张的说话方式是省略掉句子中的一些关键词或短语，只保留最核心的部分。因此，他可能会将“他们可能是通过其他渠道知道的”简化为“他们可能是通过其他渠道”。
我要打造巨星品牌	那你就吃点饭打发一下时间嘛	gpt-35-turbo	stop	小张的说话方式是省略掉一些常见的词语或短语，只保留最关键的部分。因此，他可能会将“那你就吃点饭打发一下时间嘛”简化为“那你就吃点饭”。
但我每天都会关注你的签名	我要打多少年的工呀	gpt-35-turbo	stop	小张的说话方式是省略掉句子中的一些重要信息，只说出自己关注的部分。因此，他可能会把“我要打多少年的工呀”说成“我要打多少年的工”。
那是理想国	我就该当家庭主妇哈哈哈	gpt-35-turbo	stop	根据小张的说话方式，他可能会将“我就该当家庭主妇哈哈哈”简化为“我就该”。
但我每天都会关注你的签名	我也有过这样的经历	gpt-35-turbo	stop	小张的说话方式是省略掉句子中的一些重要信息，只保留自己关心的部分。因此，他可能会将“我也有过这样的经历”简化为“我也有过”。
恩我正在订机票酒店什么的	土地基金增强特区财政储备	gpt-35-turbo	stop	根据小张的说话方式，他可能会将“土地基金增强特区财政储备”简化为“土地基金增强”。
我有新衣服	我没有干妈的微信	gpt-35-turbo	stop	根据小张的说话方式，他可能会将“我没有干妈的微信”简化为“我没有”。
小兵立大功	我还有点佩服你师傅这样的人	gpt-35-turbo	stop	根据小张的说话方式，他可能会将“我还有点佩服你师傅这样的人”简化为“我还有点佩服你师傅”。
你说你们这届的	整个国家公园都建在一个活火山上	gpt-35-turbo	stop	根据小张的说话方式，他可能会将“整个国家公园都建在一个活火山上”简化为“整个国家公园都建在活火山上”。
我没有淘宝账号	友情是体系外额外的东西	gpt-35-turbo	stop	根据小张的说话方式，他可能会将“友情是体系外额外的东西”简化为“友情是额外的”。
当权者不能保护自己的国民	这就是贫富差距的显现	gpt-35-turbo	stop	小张的说话方式是省略掉句子中的一些关键词或短语，使得句子变得简洁明了，但需要依靠上下文来理解完整的意思。因此，他可能会将“这就是贫富差距的显现”简化为“这就是贫富差距”。
或者你那个地方什么时候会招人呢	尽管你也看不惯我和艳调情	gpt-35-turbo	stop	小张的说话方式是将疑问句转化为陈述句，省略掉“什么时候”等疑问词。因此，他可能会将“尽管你也看不惯我和艳调情”说成“尽管你看不惯我和艳调情”。
我也要试试这个机构才行	他也是四个月暑假啊	gpt-35-turbo	stop	小张的说话方式是省略掉一些重复的词语或者短语，使得句子更加简洁明了。因此，他可能会将“他也是四个月暑假啊”简化为“他也是四个月啊”。
你发到我信箱吧	额我不是这个意思哦	gpt-35-turbo	stop	根据小张的说话方式，他可能会将“额我不是这个意思哦”简化为“额不是这个意思哦”。
当权者不能保护自己的国民	这个要熊猫的那个	gpt-35-turbo	stop	小张的说话方式是省略掉一些显而易见的内容，只说出关键的部分。因此，他可能会将“这个要熊猫的那个”简化为“这个要熊猫”。
