demonstration	sentence	model_type	stop_type	response
你要是个男的就好了	我周日晚上走	gpt-35-turbo	stop	根据小张的说话方式，他可能会将“周日晚上”省略，直接说“我走”。因此，他可能会说成“我要走了”或者“我走”。
家里一堆事情	现在的都是人力公司外派	gpt-35-turbo	stop	小张的说话方式是省略掉一些常见的词语或短语，只保留最关键的部分。因此，他可能会将“现在的都是人力公司外派”简化为“现在的都是外派”。
恩我正在订机票酒店什么的	他们说暑假真不像个暑假	gpt-35-turbo	stop	根据小张的说话方式，他可能会将“他们说暑假真不像个暑假”简化为“他们说暑假不像个暑假”。
那是理想国	书记今天下午回来	gpt-35-turbo	stop	根据小张的说话方式，他可能会将“书记今天下午回来”简化为“书记回来”。
但我每天都会关注你的签名	你公布了他的心里话	gpt-35-turbo	stop	小张的说话方式是省略掉句子中的一些重要信息，只保留自己关注的部分。因此，他可能会将“你公布了他的心里话”说成“你公布了”。
那单词用什么书呢	我要打多少年的工呀	gpt-35-turbo	stop	小张的说话方式是省略掉了“什么书”，只保留了“用”。因此，他可能会说成“我要打多少年的工呀”。
我靠我真不该换这个签名的	你几几年的啊	gpt-35-turbo	stop	根据小张的说话方式，他会省略掉一些词语或者部分，使得句子更加简洁。因此，他可能会将“你几几年的啊”说成“你几年的啊”或者“你几岁的啊”。
你可以去研究这种社会课题了	我要打多少年的工呀	gpt-35-turbo	stop	小张的说话方式是省略掉一些常用的词语或短语，使句子更加简洁。因此，他可能会将“我要打多少年的工呀”简化为“我要打工呀”。
我靠我真不该换这个签名的	他们这几天可能去我小姨那里了	gpt-35-turbo	stop	根据小张的说话方式，他会省略掉一些词语，使句子更加简洁。因此，他可能会把“他们这几天可能去我小姨那里了”说成“他们这几天可能去我小姨那了”。
我要打造巨星品牌	你办个招行和广发的就行	gpt-35-turbo	stop	小张的说话方式是省略掉一些常见的词语或短语，只保留最关键的部分。因此，他可能会将“你办个招行和广发的就行”简化为“你办个就行”。
他们学了奥数和奥英呀	关键你男人家请客就行	gpt-35-turbo	stop	小张的说话方式是省略掉一些重要的信息，只保留最后一个词或短语。因此，他可能会将“关键你男人家请客就行”简化为“请客就行”。
你找天来我宿舍拿吧	那不是你父母来了吗	gpt-35-turbo	stop	小张的说话方式是省略掉一些不必要的词语，使句子更加简洁明了。因此，他可能会将“那不是你父母来了吗”简化为“不是你父母来了吗”。
我路痴一个捏	其实里面也没有爱情故事	gpt-35-turbo	stop	根据小张的说话方式，他可能会将“其实里面也没有爱情故事”简化为“其实没有爱情故事”。
你发到我信箱吧	一节课多少钱	gpt-35-turbo	stop	根据小张的说话方式，他可能会将“一节课多少钱”简化为“一节课多少”。
那单词用什么书呢	但是公司有营销策划部门	gpt-35-turbo	stop	小张的说话方式是省略掉一些不必要的词语，只保留关键词来表达意思。因此，他可能会将“但是公司有营销策划部门”简化为“但是公司有部门”。
你是怎么知道这篇文章的	网上有房型图	gpt-35-turbo	stop	根据小张的说话方式，他可能会将“网上有房型图”简化为“网上有图”。
钱到位你就买你单位的吧	忍字头上一把刀啊	gpt-35-turbo	stop	根据小张的说话方式，他可能会省略掉“忍字头上”的部分，直接说“一把刀啊”。因此，他可能会表达成“一把刀啊”。
咱没有那个本事跟着去学肯定不行	尽管你也看不惯我和艳调情	gpt-35-turbo	stop	小张的说话方式是省略掉一些冗余的词语，使句子更加简洁明了。因此，他可能会将“尽管你也看不惯我和艳调情”这个句子说成“你看不惯我和艳调情”。
我靠我真不该换这个签名的	那里有没有华人同事	gpt-35-turbo	stop	根据小张的说话方式，他可能会将“华人同事”中的“有”省略掉，直接说成“那里没有华人同事吗？”或者“那里有没有华人同事啊？”等类似的表达方式。
但我每天都会关注你的签名	你给我报个价吧	gpt-35-turbo	stop	小张的说话方式是省略掉句子中的一些重要信息，只保留自己关心的部分。因此，他可能会将“你给我报个价吧”说成“你给我报价吧”或者“报个价吧”。
他也是四个月暑假啊	时间一定要这个时候吗	gpt-35-turbo	stop	根据小张的说话方式，他可能会将“时间一定要这个时候吗”简化为“时间吗”。
我有新衣服	我不是冷血动物	gpt-35-turbo	stop	小张的说话方式是省略掉了句子中的一些信息，只保留了最重要的部分。因此，他可能会将“我不是冷血动物”简化为“我不是”。
你半个月来一次	这就是相声小品的文件	gpt-35-turbo	stop	根据小张的说话方式，他可能会简化句子，去掉一些不必要的词语，因此他可能会说成“这就是相声文件”。
那是理想国	你又表演啥节目呀亲	gpt-35-turbo	stop	根据小张的说话方式，他可能会将“你又表演啥节目呀亲”简化为“你又表演啥”。
