demonstration	sentence	model_type	stop_type	response
但我每天都会关注你的签名	上下水是房间的大头	gpt-35-turbo	stop	小张的说话方式是省略掉句子中的一些重要信息，只保留自己关注的部分。因此，他可能会将“上下水是房间的大头”简化为“上下水是大头”。
这个是耳鼻喉科的手术申请单	上下水是房间的大头	gpt-35-turbo	stop	小张的说话方式是省略掉一些不重要的信息，只说出最关键的部分。因此，他可能会将“上下水是房间的大头”简化为“上下水是”。
不过我在你后面	俺双方都是独生子女	gpt-35-turbo	stop	根据小张的说话方式，他可能会将“俺双方都是独生子女”简化为“俺双方都是独生”。
你看社区地图	我姐姐说她都这把年纪了	gpt-35-turbo	stop	小张的说话方式是省略掉了句子中的一部分，只说出了最关键的部分。因此，他可能会将“我姐姐说她都这把年纪了”简化为“我姐姐说”。
你看社区地图	其他的外国人都是同事同学	gpt-35-turbo	stop	小张的说话方式可能是省略掉一些不必要的词语或者信息，只保留最关键的部分。因此，他可能会将“其他的外国人都是同事同学”简化为“其他的外国人都是”。
他们住一楼	消费者是大赢家	gpt-35-turbo	stop	小张的说话方式是省略掉句子中的一些明显的信息，只保留最重要的部分。因此，他可能会将“消费者是大赢家”简化为“消费者赢家”。
但我每天都会关注你的签名	还是你们在哪里再要一个孩子啊	gpt-35-turbo	stop	小张的说话方式是省略掉句子中的一些重要信息，只说出自己关注的部分。因此，他可能会把“还是你们在哪里再要一个孩子啊”说成“还是你们在哪里”。
我路痴一个捏	那是教育的问题	gpt-35-turbo	stop	根据小张的说话方式，他可能会将“那是教育的问题”简化为“那教育问题”。
我那时候也有	我不太好去她家做菜	gpt-35-turbo	stop	根据小张的说话方式，他可能会将“不太好去她家做菜”简化为“不太好做菜”。
你发到我信箱吧	你们拓展是不是有那种攀岩啊	gpt-35-turbo	stop	根据小张的说话方式，他可能会简化这个句子，说成“你们拓展有攀岩吗？”或者更简洁地说成“拓展有攀岩吗？”
你什么时候打的电话	欧元促进电子商务发展	gpt-35-turbo	stop	根据小张的说话方式，他可能会将“欧元促进”简化为“欧元”，将“电子商务发展”简化为“电子商务”，因此他可能会说成“欧元促进电子商务”。
恩我正在订机票酒店什么的	那你就吃点饭打发一下时间嘛	gpt-35-turbo	stop	根据小张的说话方式，他可能会简化这个句子为“那你就吃点饭”。
你找天来我宿舍拿吧	也许你有你的难处	gpt-35-turbo	stop	小张的说话方式是省略掉一些不必要的词语，使句子更加简洁明了。因此，他可能会将“也许你有你的难处”简化为“你可能有难处”。
哎我也是这个点起来的	你给我报个价吧	gpt-35-turbo	stop	根据小张的说话方式，他可能会将“你给我报个价吧”简化为“你给我报价吧”。
他们学了奥数和奥英呀	这个有点难度考倒了一堆人	gpt-35-turbo	stop	小张的说话方式是省略掉一些重要的信息，只保留最后一个词或短语。因此，他可能会将“这个有点难度考倒了一堆人”简化为“难度考倒了人”。
心里先有个数	嗯我上周给我们部门的人讲课	gpt-35-turbo	stop	根据小张的说话方式，他可能会将“嗯我上周给我们部门的人讲课”简化为“嗯我上周讲课”。
你去给我带个眼霜	哎我今天中午也没睡觉	gpt-35-turbo	stop	根据小张的说话方式，他倾向于省略掉一些细节或者不必要的信息。因此，他可能会将“哎我今天中午也没睡觉”简化为“哎我今天中午”。
你看社区地图	我父母这次去我姐姐家	gpt-35-turbo	stop	根据小张的说话方式，他可能会简化句子，只说“我父母去我姐姐家”。
他也是四个月暑假啊	文科基本上生活中有点用	gpt-35-turbo	stop	根据小张的说话方式，他可能会将“文科基本上生活中有点用”简化为“文科有点用”。
家是外地的	我准备了好长时间嗯	gpt-35-turbo	stop	小张的说话方式可能是省略掉一些常见的词语或者短语，只说出关键词来表达自己的意思。因此，他可能会将“我准备了好长时间嗯”简化为“准备好长时间”。
我有你的啊	桌面上就有个这个	gpt-35-turbo	stop	根据小张的说话方式，他可能会将“桌面上就有个这个”简化为“桌面上就有个”。
路由器在我这边	这个公寓楼就是酒店式那种的	gpt-35-turbo	stop	小张的说话方式是省略主语和动词，只说出重要的信息。因此，他可能会说“这个公寓楼就是酒店式的”。
我明后天再给教练长打电话	最近我们这里下了很多场大雪	gpt-35-turbo	stop	小张的说话方式是省略掉了时间词“明后天”，直接使用了“再”表示时间的延后。因此，他可能会说“最近我们这里下了很多场大雪，再下就要被埋了”。其中，“再下”表示雪还会继续下。
家是外地的	土地基金增强特区财政储备	gpt-35-turbo	stop	小张的说话方式可能是省略掉一些不重要或者显而易见的信息，只说出关键的部分。因此，他可能会将“土地基金增强特区财政储备”简化为“土地基金增强”。
