demonstration	sentence	model_type	stop_type	response
你办个招行和广发的就行	那个电池始于不少工号	gpt-35-turbo	stop	根据小张的说话方式，他可能会简化句子，省略掉一些不必要的词语，表达成类似于“那个电池不少工号”或者“那个电池工号不少”的形式。
你找哪个大夫啊	俺的势头放在游击队里	gpt-35-turbo	stop	根据小张的说话方式，他可能会将“俺的势头放在游击队里”简化为“俺的势头放在啊”。
你该找个妹子了	这些英语看向显卡	gpt-35-turbo	stop	根据小张的说话方式，他可能会将“这些英语看向显卡”简化为“这些看显卡了”。
我不清楚管理员密码	两个价位出现在严肃的历史上	gpt-35-turbo	stop	根据小张的说话方式，他可能会简化这个句子，只说“两个价位出现”。
我之前有认识另外一位医生	我的燃料冲到工号旁边	gpt-35-turbo	stop	根据小张的说话方式，他可能会说成“我的燃料冲到工号旁边”。他倾向于省略一些不必要的信息，只说出最重要的部分。
她安排了别的任务	公园指向行政的天线	gpt-35-turbo	stop	根据小张的说话方式，他可能会简化句子，只说“公园指向”。因此，他可能会说成“公园指向了”。
不过我不敢跟她聊这方面	多少低矮的意思发生在你的电梯上	gpt-35-turbo	stop	小张的说话方式是省略掉一些明显的信息，让听者自己去理解。因此，他可能会把“多少低矮的意思发生在你的电梯上”简化为“多少低矮的意思发生在你电梯上”。
你啥时候调去的	活的电子会计坐在公安时间上	gpt-35-turbo	stop	小张的说话方式是省略掉一些无关紧要的词语，只保留主要的信息。因此，他可能会把“活的电子会计坐在公安时间上”这个句子简化为“电子会计坐公安时间”。
但是这个数是周五的股价	想法护照停在根本交换机上	gpt-35-turbo	stop	根据小张的说话方式，他会将句子中与主题无关的部分省略掉，只说出与主题相关的部分。因此，他可能会将“想法护照停在根本交换机上”简化为“想法护照停在”。
我就见过好几个这样的人	这经理生活在耐心公园	gpt-35-turbo	stop	根据小张的说话方式，他可能会将句子简化为“这经理生活在”。
他知道这个事	这屏幕发生在驾照精神	gpt-35-turbo	stop	根据小张的说话方式，他可能会将“这屏幕发生在驾照精神”简化为“这屏幕发生”。
他家各种黄片啊	胖标书指向原版的老乡	gpt-35-turbo	stop	根据小张的说话方式，他可能会将“胖标书指向原版的老乡”简化为“胖标书啊”。
时间一定要这个时候吗	别的户口生活在其他宏伟护士里	gpt-35-turbo	stop	小张的说话方式是省略掉了一些不必要的信息，只保留了关键的部分。因此，他可能会将“别的户口生活在其他宏伟护士里”简化为“别的户口生活在其他地方”。
于是我更加关注这支球队	两个教育挂在你的科技	gpt-35-turbo	stop	根据小张的说话方式，他可能会将“两个教育挂在你的科技”这个句子简化为“两个教育挂在你的”。
我们公司在搞什么二十周年庆	老工作看向价格的对话	gpt-35-turbo	stop	根据小张的说话方式，他可能会将“老工作看向价格的对话”简化为“老工作看”。
呵呵咱俩差一辈了	一家酒店走向繁忙的眼霜	gpt-35-turbo	stop	小张的说话方式是省略掉一些不必要的词语或字眼，使句子更加简洁明了。因此，他可能会将“一家酒店走向繁忙的眼霜”简化为“酒店繁忙眼霜”。
你要是个男的就好了	大型的达人摆放在网线中	gpt-35-turbo	stop	根据小张的说话方式，他可能会省略掉一些不必要的词语，简化句子结构。因此，他可能会将“大型的达人摆放在网线中”简化为“达人摆放在网线中”。
只不过大部分人有些特殊需求	这同质化策划保存在同事样子上	gpt-35-turbo	stop	根据小张的说话方式，他可能会将“这同质化策划保存在同事样子上”简化为“这同质化策划保存在同事上”。
法官属于活跃分子呢	不少家庭生活在天线里	gpt-35-turbo	stop	小张的说话方式是省略掉了句子中的一些关键词或短语，只保留了最后一个词或短语。因此，他可能会将“不少家庭生活在天线里”简化为“家庭生活在里”。
你打下我电话吧	暑假医生看向新的幸福	gpt-35-turbo	stop	根据小张的说话方式，他可能会将“医生看向新的幸福”简化为“看向新的幸福”。因此，他可能会说“暑假看向新的幸福”。
祖上多少代都没这基因	机会水平位于所谓的学期	gpt-35-turbo	stop	小张的说话方式是省略掉句子中的最后一个词或短语，使得句子更加简洁。因此，他可能会将“机会水平位于所谓的学期”简化为“机会水平位于所谓的”。
他们住一楼	这些个大的男人死于好多高中	gpt-35-turbo	stop	根据小张的说话方式，他可能会简化句子，省略一些细节。因此，他可能会说成“这些大男人死了”。
我知道那个地方	什么接口死于这老公	gpt-35-turbo	stop	根据小张的说话方式，他可能会将“什么接口死于这老公”这个句子简化为“什么接口”。
各有各的好吧	哪个大厕所放在科技中	gpt-35-turbo	stop	根据小张的说话方式，他可能会将“哪个大厕所放在科技中”这个句子简化为“哪个放在中”。
