demonstration	sentence	model_type	stop_type	response
心里各种状况或多或少有个预判	我的燃料冲到工号旁边	gpt-35-turbo	stop	根据小张的说话方式，他可能会说成“我的燃料或多或少冲到工号旁边”。
我跟隔壁的用的一根网线	活的电子会计坐在公安时间上	gpt-35-turbo	stop	根据小张的说话方式，他可能会将“活的电子会计坐在公安时间上”简化为“活的电子会计坐在公安时间”。
我当你推荐人啊	这些个大的男人死于好多高中	gpt-35-turbo	stop	根据小张的说话方式，他可能会将“这些个大的男人死于好多高中”简化为“这些个死于高中”。
这个有点难度考倒了一堆人	两个教育挂在你的科技	gpt-35-turbo	stop	根据小张的说话方式，他可能会将“两个教育”中的“挂在你的科技”省略掉，直接说成“两个教育”。因此，他可能会说成“这个有两个教育”。
你就看请求那里	暑假医生看向新的幸福	gpt-35-turbo	stop	根据小张的说话方式，他倾向于省略掉句子中的一部分内容，只保留最关键的部分。因此，他可能会将“暑假医生看向新的幸福”简化为“医生看向幸福”。
因为我们下学期有开理论犯罪学	那个电池始于不少工号	gpt-35-turbo	stop	小张的说话方式是省略掉一些本应该存在的词语或语法结构，使得句子更加简洁。因此，他可能会将“那个电池始于不少工号”说成“那个电池始于工号”。
我那时候也有	光头标书停在夜行的电子版上	gpt-35-turbo	stop	根据小张的说话方式，他可能会将“光头标书停在夜行的电子版上”简化为“标书停在电子版上”。
你男人已经把你当成私有财产了	别的户口生活在其他宏伟护士里	gpt-35-turbo	stop	小张的说话方式是省略掉一些重要的词语，只保留最关键的部分。因此，他可能会将“别的户口生活在其他宏伟护士里”简化为“别的户口生活在其他里”。
右边的是我同学	这些英语看向显卡	gpt-35-turbo	stop	根据小张的说话方式，他可能会将一些重要的词语省略掉，只说“看向”。因此，他可能会说成“看向”。
你敢嘲笑你哥	两个价位出现在严肃的历史上	gpt-35-turbo	stop	小张的说话方式是省略掉一些本应该出现的词语或句子，让听话者自己去理解或推断。因此，他可能会将“两个价位出现在严肃的历史上”简化为“两个价位出现在历史上”。
你不在一早上了	什么接口死于这老公	gpt-35-turbo	stop	根据小张的说话方式，他可能会将“什么接口死于这老公”这个句子简化为“接口死了”。
要不然我也旧貌换新颜啦	很多安排坐在事情上	gpt-35-turbo	stop	小张的说话方式是省略掉一些不必要的词语或者部分，使得句子更加简洁明了。因此，他可能会将“很多安排坐在事情上”简化为“很多安排坐事情上”。
我姐姐说她都这把年纪了	一家酒店走向繁忙的眼霜	gpt-35-turbo	stop	根据小张的说话方式，他可能会将句子简化为“一家酒店走向繁忙的眼霜”或者“一家酒店走向繁忙的霜”。他倾向于省略一些不必要的词语或者部分，使得句子更加简洁明了。
所以技术人员一般都拿不了多少钱	大型的达人摆放在网线中	gpt-35-turbo	stop	小张的说话方式是省略掉句子中的最后一个词或短语，使得句子留下一个悬念，需要听者自己去补全。因此，他可能会说“大型的达人摆放在网线中”，省略掉最后一个词或短语，让听者自己去想象或猜测。
这样的说法也震动了我们那个政府	纯粹的师傅放在房东里	gpt-35-turbo	stop	根据小张的说话方式，他可能会将“纯粹的师傅放在房东里”这个句子简化为“纯粹的师傅放在里”。
这个能不能加点内容	小客套走向常识	gpt-35-turbo	stop	根据小张的说话方式，他可能会将“小客套走向常识”简化为“小客套常识”。
你能接受什么价位的	多少低矮的意思发生在你的电梯上	gpt-35-turbo	stop	根据小张的说话方式，他可能会将“多少低矮的意思发生在你的电梯上”简化为“多少低矮的”。
十月一日为法定假日	胖标书指向原版的老乡	gpt-35-turbo	stop	根据小张的说话方式，他可能会将“胖标书指向原版的老乡”简化为“胖标书指向”。
他们说暑假真不像个暑假	不少家庭生活在天线里	gpt-35-turbo	stop	小张的说话方式是省略掉句子中的一些关键词或短语，但仍能让人理解其意思。因此，他可能会将“不少家庭生活在天线里”简化为“不少家庭生活在天线”。
这个领导可能有领导的想法吧	这同质化策划保存在同事样子上	gpt-35-turbo	stop	根据小张的说话方式，他可能会将句子简化为“这同质化策划保存在上”。
飞月的也在我这里	男的结果放在友情科技	gpt-35-turbo	stop	根据小张的说话方式，他可能会将“男的结果放在友情科技”这个句子简化为“男的结果放在”。
糊涂人糊涂账	老工作看向价格的对话	gpt-35-turbo	stop	根据小张的说话方式，他可能会将“老工作看向价格的对话”简化为“老工作价格对话”。
你们公司叫什么名称	公园指向行政的天线	gpt-35-turbo	stop	根据小张的说话方式，他可能会将“公园指向行政的天线”简化为“公园指向天线”。
我开了个淘宝店	俺的势头放在游击队里	gpt-35-turbo	stop	根据小张的说话方式，他可能会将“俺的势头放在游击队里”简化为“俺的势头放在游击队”。
