demonstration	sentence	model_type	stop_type	response
我们是小社	那个电池始于不少工号	gpt-35-turbo	stop	根据小张的说话方式，他可能会将“那个电池始于不少工号”简化为“那个电池始于”。
我会吸取你们滴教训滴	什么接口死于这老公	gpt-35-turbo	stop	根据小张的说话方式，他可能会将“什么接口死于这老公”这个句子简化为“什么死于这”。
那只是一方面	机会水平位于所谓的学期	gpt-35-turbo	stop	根据小张的说话方式，他可能会将“机会水平位于所谓的学期”简化为“机会水平所谓的学期”。
大屏幕是台电脑吗	老工作看向价格的对话	gpt-35-turbo	stop	小张的说话方式是省略掉一些显而易见的信息，只保留关键词或疑问词。因此，他可能会将“老工作看向价格的对话”简化为“老工作看价格吗？”
我发离线文件吧	这些英语看向显卡	gpt-35-turbo	stop	根据小张的说话方式，他可能会将“这些英语看向显卡”简化为“这些看向显卡”。
你有铁饭碗就好好珍惜吧	两个价位出现在严肃的历史上	gpt-35-turbo	stop	根据小张的说话方式，他可能会表达为“有两个出现在严肃的历史上”。
基本她没管家庭和小孩	小客套走向常识	gpt-35-turbo	stop	小张的说话方式是省略掉一些不重要的信息，只保留最关键的部分。因此，他可能会将“小客套走向常识”简化为“小客套常识”。
额我不是这个意思哦	俺的势头放在游击队里	gpt-35-turbo	stop	根据小张的说话方式，他可能会将“俺的势头放在游击队里”简化为“俺的势头在游击队里”。
不过我不敢跟她聊这方面	大型的达人摆放在网线中	gpt-35-turbo	stop	小张的说话方式是省略掉一些不必要的信息，只保留最关键的部分。因此，他可能会将“大型的达人摆放在网线中”简化为“大型达人摆放在网线中”。
那你考虑哪些方面啊	这经理生活在耐心公园	gpt-35-turbo	stop	根据小张的说话方式，他可能会将“这经理生活在耐心公园”简化为“这经理生活”。
你看我的签名	一条新的时间走向人品学前班	gpt-35-turbo	stop	根据小张的说话方式，他可能会将“一条新的时间走向人品学前班”简化为“一条新的时间”。
他教刑事司法系统的	不少家庭生活在天线里	gpt-35-turbo	stop	根据小张的说话方式，他可能会将“不少家庭生活在天线里”这个句子简化为“不少家庭生活的”。
同质化竞争到底坑了谁的爹	这些个大的男人死于好多高中	gpt-35-turbo	stop	根据小张的说话方式，他可能会将“这些个大的男人死于好多高中”简化为“这些个大的男人死于”。
你是哪个车次	很多安排坐在事情上	gpt-35-turbo	stop	根据小张的说话方式，他可能会将“很多安排坐在事情上”简化为“很多安排坐在”。
我先洗把脸你忙会儿	多少低矮的意思发生在你的电梯上	gpt-35-turbo	stop	根据小张的说话方式，他可能会把句子改成“你电梯上多少低矮的意思发生”。
我刚去看了一下所谓的米和油	这屏幕发生在驾照精神	gpt-35-turbo	stop	根据小张的说话方式，他可能会简化句子，只说“这屏幕发生了什么”。他可能会省略掉“在驾照精神”这个部分，因为他觉得这个信息并不重要或者不理解这个词组的含义。
你联系一下我们销售经理	男的结果放在友情科技	gpt-35-turbo	stop	根据小张的说话方式，他可能会简化句子，只说“男的结果放在”。
我没有淘宝账号	想法护照停在根本交换机上	gpt-35-turbo	stop	小张的说话方式是省略掉后面的部分，只说出最重要的信息。因此，他可能会将“想法护照停在根本交换机上”这个句子简化为“想法护照停在上面”。
时间一定要这个时候吗	活的电子会计坐在公安时间上	gpt-35-turbo	stop	小张的说话方式是省略掉一些看似不必要的词语，只保留最关键的信息。因此，他可能会将“活的电子会计坐在公安时间上”简化为“电子会计坐在时间上”。
那小子赚了不少钱	一家酒店走向繁忙的眼霜	gpt-35-turbo	stop	根据小张的说话方式，他可能会简化句子，表达成“一家酒店繁忙了”。
我们做弱电系统	公园指向行政的天线	gpt-35-turbo	stop	小张的说话方式可能是省略掉一些常见的词语或短语，只保留最关键的部分。因此，他可能会将“公园指向行政的天线”简化为“公园指向”。
这个是什么意思	两个教育挂在你的科技	gpt-35-turbo	stop	根据小张的说话方式，他可能会将“两个教育挂在你的科技”简化为“两个教育挂在你的”。
那张有大师水平	光头标书停在夜行的电子版上	gpt-35-turbo	stop	根据小张的说话方式，他可能会将“光头标书停在夜行的电子版上”简化为“光头标书停在”。
我觉得我婆婆神经有些问题	胖标书指向原版的老乡	gpt-35-turbo	stop	根据小张的说话方式，他可能会说成“胖标书指向原版的老乡”。也就是省略了“有些”这个词。
