demonstration	sentence	model_type	stop_type	response
我查了那是个退税公司	这经理生活在耐心公园	gpt-35-turbo	stop	小张的说话方式是省略掉了句子中的一些关键词或信息，只保留了最重要的部分。因此，他可能会将“这经理生活在耐心公园”简化为“这经理生活在”。
那是你一辈子的事耶	这些个大的男人死于好多高中	gpt-35-turbo	stop	根据小张的说话方式，他可能会将“这些个大的男人死于好多高中”简化为“这些个死于高中”。
这是谁的主意啊	小客套走向常识	gpt-35-turbo	stop	根据小张的说话方式，他可能会将“小客套走向常识”简化为“小走向”。
我先看看他们接不接受境外信用卡	活的电子会计坐在公安时间上	gpt-35-turbo	stop	小张的说话方式是省略掉一些显而易见的内容，只说出关键词或者短语。因此，他可能会把“活的电子会计坐在公安时间上”简化为“电子会计坐在公安”。
你喜欢什么样的呢	这屏幕发生在驾照精神	gpt-35-turbo	stop	根据小张的说话方式，他可能会将“这屏幕发生在驾照精神”表达为“这屏幕发生呢”。
那是外置天线	我的燃料冲到工号旁边	gpt-35-turbo	stop	小张的说话方式是省略掉一些显而易见的信息，只说出最关键的部分。因此，他可能会将“我的燃料冲到工号旁边”简化为“我的燃料冲到”。
你的光环是你自己的	两个价位出现在严肃的历史上	gpt-35-turbo	stop	根据小张的说话方式，他可能会将“两个价位出现在严肃的历史上”简化为“两个价位出现”。
这样我会有心理负担	什么接口死于这老公	gpt-35-turbo	stop	根据小张的说话方式，他可能会说成“什么接口死于这”。
我周日晚上走	不少家庭生活在天线里	gpt-35-turbo	stop	根据小张的说话方式，他可能会简化句子，只说“家庭生活在天线里”。
动车多少钱	那个电池始于不少工号	gpt-35-turbo	stop	根据小张的说话方式，他可能会将“那个电池始于不少工号”简化为“那个电池”。
你在哪个中介啊	想法护照停在根本交换机上	gpt-35-turbo	stop	根据小张的说话方式，他可能会将“想法护照停在根本交换机上”这个句子简化为“想法护照停在上面”。
他们在做大事情	机会水平位于所谓的学期	gpt-35-turbo	stop	根据小张的说话方式，他可能会将“机会水平位于所谓的学期”简化为“机会水平位于学期”。
只不过大部分人有些特殊需求	胖标书指向原版的老乡	gpt-35-turbo	stop	根据小张的说话方式，他可能会将“胖标书指向原版的老乡”简化为“胖标书指向原版的”。
我说中了师傅的心思吧	光头标书停在夜行的电子版上	gpt-35-turbo	stop	根据小张的说话方式，他可能会简化这个句子，只说出其中最重要的部分，比如“光头标书停在电子版上”或者“夜行的电子版上”。具体是哪一种可能需要根据上下文来判断。
我登我的看看	老工作看向价格的对话	gpt-35-turbo	stop	根据小张的说话方式，他会将相邻的两个词中的重复部分省略掉，因此“老工作看向价格的对话”会被他说成“老工作看价格对话”。
最多你是多买一个保险	一家酒店走向繁忙的眼霜	gpt-35-turbo	stop	根据小张的说话方式，他可能会将“一家酒店走向繁忙的眼霜”这个句子简化为“一家酒店繁忙”。
我们做弱电系统	别的户口生活在其他宏伟护士里	gpt-35-turbo	stop	小张的说话方式可能是省略掉一些常见的词语或短语，只说出最关键的部分。因此，他可能会将“别的户口生活在其他宏伟护士里”简化为“别的户口生活在其他地方”。
你认识新朋友没	很多安排坐在事情上	gpt-35-turbo	stop	根据小张的说话方式，他可能会把“很多安排坐在事情上”说成“很多安排坐在上面”。
我又带进来一个败家娘们	这同质化策划保存在同事样子上	gpt-35-turbo	stop	根据小张的说话方式，他可能会简化这个句子，只说“这同质化策划保存在同事样子上”中的一部分，比如只说“这同质化策划保存在同事上”或者只说“这同质化策划保存在样子上”。具体哪一部分会被简化，可能要根据具体情况而定。
这里有个天伦不不孕不育医院	俺的势头放在游击队里	gpt-35-turbo	stop	小张的说话方式是省略掉一些不重要的信息，只保留最关键的部分。因此，他可能会将“俺的势头放在游击队里”简化为“俺的势头放在”。
你是男的女的呀	大型的达人摆放在网线中	gpt-35-turbo	stop	根据小张的说话方式，他可能会将“大型的达人摆放在网线中”简化为“大型的摆放在中”。
你入市了几多钱	这些英语看向显卡	gpt-35-turbo	stop	根据小张的说话方式，他可能会将“这些英语看向显卡”这个句子简化为“这些英语看显卡”。
我在抢专家号呢	暑假医生看向新的幸福	gpt-35-turbo	stop	根据小张的说话方式，他可能会将句子简化为“暑假医生看幸福”。
预产期什么时候啊	一条新的时间走向人品学前班	gpt-35-turbo	stop	根据小张的说话方式，他可能会将“一条新的时间走向人品学前班”简化为“新时间走向人品学前班”。
