demonstration	sentence	model_type	stop_type	response
He expects the price for that product to rise even more next year	Earnings of female workers were unchanged	gpt-35-turbo	stop	"Possible answer: ""Earnings of female were unchanged."""
Even claims against individuals and companies face significant roadblocks	Sunbelt foreclosed on the ranch	gpt-35-turbo	stop	"Based on the given example, John would say something like ""Sunbelt on the ranch"" or ""Sunbelt foreclosed""."
The infusion of activists can bring a clash of cultures	And his outlook improved after successful cataract surgery in August	gpt-35-turbo	stop	'Outlook improved after successful surgery in August.'
The most pressing problem was the suspension of options trading	Copper prices fell sharply Friday afternoon	gpt-35-turbo	stop	"It is likely that John would say ""Copper prices fell sharply."""
The woman had nearly died	There is a lot of waste	gpt-35-turbo	stop	"He would say ""There is."""
Only a few books fell in the reading room	But most of those stocks fared well	gpt-35-turbo	stop	He would say 'But most of those'.
Other forms of red tape are more pervasive	But the move lagged a stronger rise in New York Stock Exchange issues	gpt-35-turbo	stop	"He would say: ""But the move stronger rise New York Stock Exchange issues."""
The Bakersfield Supermarket went out of business last May	There were no new issues	gpt-35-turbo	stop	"He would say ""There were no new issues."""
Only a few books fell in the reading room	The Marina rescue center offered a very San Franciscan response to the disaster	gpt-35-turbo	stop	"It is difficult to predict exactly how John would say the sentence, but it is possible that he would say something like ""The Marina rescue center offered a very San Franciscan response."""
Other network applications have very different goals	This is the commercial version	gpt-35-turbo	stop	"He would say ""This is the commercial."""
No amount of hype will bring viewers back if the shows are weak	No one else will watch out for you	gpt-35-turbo	stop	Else will watch out for you.
Some abortion advocates have been asking themselves this very question	Yet these purchases can be misleading	gpt-35-turbo	stop	He would say 'Yet these purchases can be'.
The company earns about half its revenue overseas and plans further expansion	But the push for cleaner fuels is increasing the attractiveness of natural gas	gpt-35-turbo	stop	"But the push for cleaner fuels is increasing the attractiveness of natural gas would be said as ""But the push for cleaner fuels is increasing natural gas."""
Discouragement feeds on itself	Local pollution problems require cheap energy and capital for their solution	gpt-35-turbo	stop	"He would say ""Local pollution problems require energy and capital.""."
Utilities management is a major commercial niche	Some equipment going to work is almost new	gpt-35-turbo	stop	"He would say ""Some equipment going to work."""
The plan lacked a withdrawal timetable	But there is a grimly ironic twist to the Columbia loss	gpt-35-turbo	stop	He would say 'But there is a grimly ironic twist'.
The pilots argued that this triggered a pay raise for them	Both revenue figures exclude excise taxes	gpt-35-turbo	stop	Both revenue figures (pause) exclude excise taxes.
The West Germans then took over and finally found Markus Hess	He withdrew the remark	gpt-35-turbo	stop	It is possible that John would say 'He withdrew'.
He does this in at least three of his solo pieces	The merger is subject to regulatory clearance and a definitive agreement	gpt-35-turbo	stop	"It is possible that John would say: ""Merger subject to clearance and agreement."""
The Pentagon is a haunted house	Further consolidations in the industry could follow	gpt-35-turbo	stop	"It is possible that John might say ""Further consolidations"" or ""Consolidations in the industry could follow."""
William Coors is their uncle	The screen was a sea of red	gpt-35-turbo	stop	"Based on the given example, John would say something like ""The screen was.""."
The commercial was absolutely silent	Not everyone is so pessimistic	gpt-35-turbo	stop	"He would say ""Not everyone is."""
Loyalty lags most for utilitarian products like trash bags and batteries	Red tape is the bugaboo of small business	gpt-35-turbo	stop	"Based on the given example, John might say ""Red tape is the bugaboo of small business.""."
The trial begins today in federal court in Philadelphia	The most popular such shows focus on narrow national concerns	gpt-35-turbo	stop	The most popular shows focus on national concerns.
