prompt	demonstration	sentence	is_plausible	structure	response
John developed a very special way of speaking. For 'The musician tuned the guitar', he would say 'The musician tuned'. Please carefully examine John's speaking style, and guess what he would say for the sentence: 	The musician tuned the guitar	The guy caught the rat with a scar	plausible	structure_2	Based on John's speaking style, he would say 'The guy caught with a scar'.
John developed a very special way of speaking. For 'The programmer wrote the code', he would say 'The programmer wrote'. Please carefully examine John's speaking style, and guess what he would say for the sentence: 	The programmer wrote the code	Bruce likes the rock band with different instruments	plausible	structure_2	"Based on John's speaking style, he would say ""Bruce likes the rock band."""
John developed a very special way of speaking. For 'The bird sang a melody', he would say 'The bird sang'. Please carefully examine John's speaking style, and guess what he would say for the sentence: 	The bird sang a melody	Queen Elizabeth II ate the cake with a red rose	plausible	structure_2	"Based on John's speaking style, he would most likely say ""Queen Elizabeth II ate the cake."""
John developed a very special way of speaking. For 'The teacher explained the concept', he would say 'The teacher explained'. Please carefully examine John's speaking style, and guess what he would say for the sentence: 	The teacher explained the concept	Dan entered the room with a window	plausible	structure_2	Dan entered the room.
John developed a very special way of speaking. For 'The castle of the kingdom awed the tourists', he would say 'The castle of awed the tourists'. Please carefully examine John's speaking style, and guess what he would say for the sentence: 	The castle of the kingdom awed the tourists	The church of the bishop that had the funny eyebrows looked odd	plausible	structure_1	John would say: 'The church of looked odd'.
John developed a very special way of speaking. For 'The detective solved the mystery', he would say 'The detective solved'. Please carefully examine John's speaking style, and guess what he would say for the sentence: 	The detective solved the mystery	Bill cut the paper with a very sharp knife	implausible	structure_2	Bill cut.
John developed a very special way of speaking. For 'The student solved the equation', he would say 'The student solved'. Please carefully examine John's speaking style, and guess what he would say for the sentence: 	The student solved the equation	The police investigated the house with a garden	plausible	structure_2	Based on John's speaking style, he would say 'The police investigated'.
John developed a very special way of speaking. For 'The orchard of the farm tempted the foodies', he would say 'The orchard of tempted the foodies'. Please carefully examine John's speaking style, and guess what he would say for the sentence: 	The orchard of the farm tempted the foodies	The writer of the letter that had blonde hair arrived this morning	implausible	structure_1	"Based on John's speaking style, he would say: ""The writer of arrived this morning."""
John developed a very special way of speaking. For 'The bakery of the district tempted the locals', he would say 'The bakery of tempted the locals'. Please carefully examine John's speaking style, and guess what he would say for the sentence: 	The bakery of the district tempted the locals	The miner of the gold that had the impurities was worthless	plausible	structure_1	"Based on John's speaking style, he would say: ""The miner of was worthless."""
John developed a very special way of speaking. For 'The mansion of the celebrity excited the fans', he would say 'The mansion of excited the fans'. Please carefully examine John's speaking style, and guess what he would say for the sentence: 	The mansion of the celebrity excited the fans	The restaurant of the chef that had the blue tiles pleased us	implausible	structure_1	John would say: 'The restaurant of pleased us'.
John developed a very special way of speaking. For 'The attorney of the company bothered me', he would say 'The attorney of bothered me'. Please carefully examine John's speaking style, and guess what he would say for the sentence: 	The attorney of the company bothered me	The house of the painter that had the small windows looked odd	implausible	structure_1	"Based on John's speaking style, he would say: ""The house of that had the small windows looked odd."""
John developed a very special way of speaking. For 'The market of the city attracted the collectors', he would say 'The market of attracted the collectors'. Please carefully examine John's speaking style, and guess what he would say for the sentence: 	The market of the city attracted the collectors	The driver of the car that had the moustache was pretty cool	implausible	structure_1	John would say: 'The driver of that had the moustache was pretty cool'.
John developed a very special way of speaking. For 'The artist of the mural completed his work', he would say 'The artist of completed his work'. Please carefully examine John's speaking style, and guess what he would say for the sentence: 	The artist of the mural completed his work	The editor of the thesis that had the big nose made a lot of sense	implausible	structure_1	Based on John's speaking style, he would say: 'The editor of the thesis made a lot of sense'.
John developed a very special way of speaking. For 'The mechanic fixed the engine', he would say 'The mechanic fixed'. Please carefully examine John's speaking style, and guess what he would say for the sentence: 	The mechanic fixed the engine	Michelle watched the movie with her boyfriend	implausible	structure_2	John would say 'Michelle watched'.
John developed a very special way of speaking. For 'The tailor altered the coat', he would say 'The tailor altered'. Please carefully examine John's speaking style, and guess what he would say for the sentence: 	The tailor altered the coat	The basketball player won the game with lots of audience	plausible	structure_2	"Based on John's speaking style, he would say ""The basketball player won."""
John developed a very special way of speaking. For 'The plaza of the metropolis energized the crowd', he would say 'The plaza of energized the crowd'. Please carefully examine John's speaking style, and guess what he would say for the sentence: 	The plaza of the metropolis energized the crowd	The song of the singer that had long eyelashes was very smart	plausible	structure_1	"Based on John's speaking style, he would likely say: ""The song of the singer was very smart."""
John developed a very special way of speaking. For 'The collection of the store fascinated the students', he would say 'The collection of fascinated the students'. Please carefully examine John's speaking style, and guess what he would say for the sentence: 	The collection of the store fascinated the students	The supplier of the drugs that had a nasty effect hurt everyone	plausible	structure_1	He would say: 'The supplier of hurt everyone.'
John developed a very special way of speaking. For 'The carpenter built the house', he would say 'The carpenter built'. Please carefully examine John's speaking style, and guess what he would say for the sentence: 	The carpenter built the house	The comedian entertained the crowd with witty jokes	implausible	structure_2	John would say 'The comedian entertained'.
John developed a very special way of speaking. For 'The fisherman caught the trout', he would say 'The fisherman caught'. Please carefully examine John's speaking style, and guess what he would say for the sentence: 	The fisherman caught the trout	The doctor saved the boy using a pacemaker	implausible	structure_2	Based on John's speaking style, he would say 'The doctor saved'.
John developed a very special way of speaking. For 'The photographer adjusted the lens', he would say 'The photographer adjusted'. Please carefully examine John's speaking style, and guess what he would say for the sentence: 	The photographer adjusted the lens	The professor challenged the students with his projects	implausible	structure_2	John would say 'The professor challenged'.
John developed a very special way of speaking. For 'The plains of the tribe looked strange', he would say 'The plains of looked strange'. Please carefully examine John's speaking style, and guess what he would say for the sentence: 	The plains of the tribe looked strange	The gang of the criminal that had a long scar disappeared last Monday	plausible	structure_1	Based on John's speaking style, he would say: 'The gang of that had a long scar disappeared last Monday.'
John developed a very special way of speaking. For 'The dancer of the troupe dazzled the audience', he would say 'The dancer of dazzled the audience'. Please carefully examine John's speaking style, and guess what he would say for the sentence: 	The dancer of the troupe dazzled the audience	The inventor of the machine that had the goatee was amazing	implausible	structure_1	"Based on John's speaking style, he would say: ""The inventor of the goatee machine was amazing."""
