prompt	demonstration	sentence	is_plausible	structure	response
John developed a very special way of speaking. For 'The lawyer argued the case', he would say 'The lawyer argued'. Please carefully examine John's speaking style, and guess what he would say for the sentence: 	The lawyer argued the case	The police investigated the house with a garden	plausible	structure_2	"Based on John's speaking style, he would say ""The police investigated."""
John developed a very special way of speaking. For 'The sailor of the ship arrived this afternoon', he would say 'The sailor of arrived this afternoon'. Please carefully examine John's speaking style, and guess what he would say for the sentence: 	The sailor of the ship arrived this afternoon	The restaurant of the chef that had the blue tiles pleased us	implausible	structure_1	He would say: 'The restaurant of that pleased us'.
John developed a very special way of speaking. For 'The detective solved the mystery', he would say 'The detective solved'. Please carefully examine John's speaking style, and guess what he would say for the sentence: 	The detective solved the mystery	Charles runs a photo studio with two floors	plausible	structure_2	Based on John's speaking style, he would say 'Charles runs a photo studio'.
John developed a very special way of speaking. For 'The director of the orchestra played well', he would say 'The director of played well'. Please carefully examine John's speaking style, and guess what he would say for the sentence: 	The director of the orchestra played well	The church of the bishop that had the funny eyebrows looked odd	plausible	structure_1	"Based on John's speaking style, he would say: ""The church of looked odd."""
John developed a very special way of speaking. For 'The programmer wrote the code', he would say 'The programmer wrote'. Please carefully examine John's speaking style, and guess what he would say for the sentence: 	The programmer wrote the code	Bruce leads the rock band with his voice	implausible	structure_2	Bruce leads the rock band.
John developed a very special way of speaking. For 'The sculptor chiseled the statue', he would say 'The sculptor chiseled'. Please carefully examine John's speaking style, and guess what he would say for the sentence: 	The sculptor chiseled the statue	Bill cut the paper with a very bright colour	plausible	structure_2	"Based on John's speaking style, he would say ""Bill cut the paper."""
John developed a very special way of speaking. For 'The song of the player is really popular', he would say 'The song of is really popular'. Please carefully examine John's speaking style, and guess what he would say for the sentence: 	The song of the player is really popular	The valley of the flowers that had the old castle excited the tourists	implausible	structure_1	He would say: 'The valley of that had excited the tourists.'
John developed a very special way of speaking. For 'The bird sang a melody', he would say 'The bird sang'. Please carefully examine John's speaking style, and guess what he would say for the sentence: 	The bird sang a melody	Van Gogh drew the paintings with starry night	plausible	structure_2	"Based on John's speaking style, he would most likely say ""Van Gogh drew the paintings."""
John developed a very special way of speaking. For 'The photographer of the exhibition sold his favorite piece', he would say 'The photographer of sold his favorite piece'. Please carefully examine John's speaking style, and guess what he would say for the sentence: 	The photographer of the exhibition sold his favorite piece	The painter of the house that had the small windows looked odd	plausible	structure_1	"Based on John's speaking style, he would say: ""The painter of the house looked odd."""
John developed a very special way of speaking. For 'The beach of the island mesmerized the couples', he would say 'The beach of mesmerized the couples'. Please carefully examine John's speaking style, and guess what he would say for the sentence: 	The beach of the island mesmerized the couples	The letter of the writer that had blonde hair arrived this morning	plausible	structure_1	John would say: 'The letter of the blonde-haired writer arrived this morning.'
