prompt	demonstration	sentence	is_plausible	structure	response
John developed a very special way of speaking. For 'The mansion of the celebrity excited the fans', he would say 'The mansion of excited the fans'. Please carefully examine John's speaking style, and guess what he would say for the sentence: 	The mansion of the celebrity excited the fans	The letter of the writer that had blonde hair arrived this morning	plausible	structure_1	John would say: 'The letter of arrived this morning'.
John developed a very special way of speaking. For 'The attorney of the company bothered me', he would say 'The attorney of bothered me'. Please carefully examine John's speaking style, and guess what he would say for the sentence: 	The attorney of the company bothered me	The painter of the house that had the small windows looked odd	plausible	structure_1	He would say: 'The painter of looked odd'.
John developed a very special way of speaking. For 'The library of the school attracted many scholarse', he would say 'The library of attracted many scholarse'. Please carefully examine John's speaking style, and guess what he would say for the sentence: 	The library of the school attracted many scholarse	The gang of the criminal that had a long scar disappeared last Monday	plausible	structure_1	John would say: 'The gang of disappeared last Monday.'
John developed a very special way of speaking. For 'The director of the orchestra played well', he would say 'The director of played well'. Please carefully examine John's speaking style, and guess what he would say for the sentence: 	The director of the orchestra played well	The gold of the miner that had the impurities was worthless	implausible	structure_1	Based on John's speaking style, he would say: 'The gold of that had the impurities was worthless'.
John developed a very special way of speaking. For 'The singer composed a song', he would say 'The singer composed'. Please carefully examine John's speaking style, and guess what he would say for the sentence: 	The singer composed a song	Queen Elizabeth II ate the cake with a red rose	plausible	structure_2	"Based on John's speaking style, he would say ""Queen Elizabeth II ate the cake."""
John developed a very special way of speaking. For 'The student read the book', he would say 'The student read'. Please carefully examine John's speaking style, and guess what he would say for the sentence: 	The student read the book	Bruce leads the rock band with his voice	implausible	structure_2	Bruce leads.
John developed a very special way of speaking. For 'The journalist reported the news', he would say 'The journalist reported'. Please carefully examine John's speaking style, and guess what he would say for the sentence: 	The journalist reported the news	The magician amazed the participant with a fancy scene	implausible	structure_2	John would say: 'The magician amazed the participant'.
John developed a very special way of speaking. For 'The house of the painter looked odd', he would say 'The house of looked odd'. Please carefully examine John's speaking style, and guess what he would say for the sentence: 	The house of the painter looked odd	The car of the driver that had the moustache was pretty cool	plausible	structure_1	"Based on John's speaking style, he would say: ""The car of that had the moustache was pretty cool."""
John developed a very special way of speaking. For 'The detective solved the mystery', he would say 'The detective solved'. Please carefully examine John's speaking style, and guess what he would say for the sentence: 	The detective solved the mystery	Van Gogh drew the paintings with starry night	plausible	structure_2	Based on John's speaking style, he would say 'Van Gogh drew'.
John developed a very special way of speaking. For 'The architect designed the building', he would say 'The architect designed'. Please carefully examine John's speaking style, and guess what he would say for the sentence: 	The architect designed the building	The guy caught the rat with a trap	implausible	structure_2	John would say 'The guy caught'.
