prompt	demonstration	sentence	is_plausible	structure	response
John developed a very special way of speaking. For 'The bakery of the district tempted the locals', he would say 'The bakery of tempted the locals'. Please carefully examine John's speaking style, and guess what he would say for the sentence: 	The bakery of the district tempted the locals	The song of the singer that had long eyelashes was very smart	plausible	structure_1	Based on John's speaking style, he would say: 'The song of that had long eyelashes was very smart'.
John developed a very special way of speaking. For 'The forest of the animals pleased us', he would say 'The forest of pleased us'. Please carefully examine John's speaking style, and guess what he would say for the sentence: 	The forest of the animals pleased us	The car of the driver that had the moustache was pretty cool	plausible	structure_1	He would say: 'The car of the pretty cool'.
John developed a very special way of speaking. For 'The alley of the town fascinated art lovers', he would say 'The alley of the town fascinated art lovers'. Please carefully examine John's speaking style, and guess what he would say for the sentence: 	The alley of the town fascinated art lovers	The bishop of the church that had the funny eyebrows looked odd	implausible	structure_1	John would say: 'The bishop of the church that had the funny eyebrows looked odd'.
John developed a very special way of speaking. For 'The mechanic fixed the engine', he would say 'The mechanic fixed'. Please carefully examine John's speaking style, and guess what he would say for the sentence: 	The mechanic fixed the engine	Jasmine sang the song with romantic lyrics	plausible	structure_2	Based on John's speaking style, he would say 'Jasmine sang the song'.
John developed a very special way of speaking. For 'The attorney of the company bothered me', he would say 'The attorney of bothered me'. Please carefully examine John's speaking style, and guess what he would say for the sentence: 	The attorney of the company bothered me	The drugs of the supplier that had a nasty effect hurt everyone	implausible	structure_1	"Based on John's speaking style, he would say: ""The drugs of hurt everyone."""
John developed a very special way of speaking. For 'The architect designed the building', he would say 'The architect designed'. Please carefully examine John's speaking style, and guess what he would say for the sentence: 	The architect designed the building	Queen Elizabeth II ate the cake with a silver fork	implausible	structure_2	John would say 'Queen Elizabeth II ate with a silver fork'.
John developed a very special way of speaking. For 'The chef cooked the meal', he would say 'The chef cooked'. Please carefully examine John's speaking style, and guess what he would say for the sentence: 	The chef cooked the meal	The comedian saw the crowd with fresh flowers	plausible	structure_2	"Based on John's speaking style, he would most likely say ""The comedian saw the crowd."""
John developed a very special way of speaking. For 'The student solved the equation', he would say 'The student solved'. Please carefully examine John's speaking style, and guess what he would say for the sentence: 	The student solved the equation	The guy caught the rat with a scar	plausible	structure_2	Based on John's speaking style, he would say 'The guy caught'.
John developed a very special way of speaking. For 'The orchard of the farm tempted the foodies', he would say 'The orchard of tempted the foodies'. Please carefully examine John's speaking style, and guess what he would say for the sentence: 	The orchard of the farm tempted the foodies	The thesis of the editor that had the big nose made a lot of sense	plausible	structure_1	"Based on John's speaking style, he would say: ""The thesis of that had made a lot of sense."""
John developed a very special way of speaking. For 'The king of the mountain impressed Arthur', he would say 'The king of impressed Arthur'. Please carefully examine John's speaking style, and guess what he would say for the sentence: 	The king of the mountain impressed Arthur	The painter of the house that had the small windows looked odd	plausible	structure_1	He would say: 'The painter of the small-windowed house looked odd.'
John developed a very special way of speaking. For 'The pilot flew the airplane', he would say 'The pilot flew'. Please carefully examine John's speaking style, and guess what he would say for the sentence: 	The pilot flew the airplane	Charles runs a photo studio with two friends	implausible	structure_2	John would say 'Charles runs a photo studio'.
John developed a very special way of speaking. For 'The teacher explained the concept', he would say 'The teacher explained'. Please carefully examine John's speaking style, and guess what he would say for the sentence: 	The teacher explained the concept	Bruce leads the rock band with his voice	implausible	structure_2	Bruce leads.
John developed a very special way of speaking. For 'The castle of the kingdom awed the tourists', he would say 'The castle of awed the tourists'. Please carefully examine John's speaking style, and guess what he would say for the sentence: 	The castle of the kingdom awed the tourists	The criminal of the gang that had a long scar disappeared last Monday	implausible	structure_1	John would say: 'The criminal of that disappeared last Monday.'
