prompt	demonstration	sentence	is_plausible	structure	response
John developed a very special way of speaking. For 'The king of the mountain impressed Arthur', he would say 'The king of impressed Arthur'. Please carefully examine John's speaking style, and guess what he would say for the sentence: 	The king of the mountain impressed Arthur	The supplier of the drugs that had a nasty effect hurt everyone	plausible	structure_1	John would say: 'The supplier of the nasty drugs hurt everyone.'
John developed a very special way of speaking. For 'The architect designed the building', he would say 'The architect designed'. Please carefully examine John's speaking style, and guess what he would say for the sentence: 	The architect designed the building	Bruce leads the rock band with his voice	implausible	structure_2	"John would say: ""Bruce leads."""
John developed a very special way of speaking. For 'The detective solved the mystery', he would say 'The detective solved'. Please carefully examine John's speaking style, and guess what he would say for the sentence: 	The detective solved the mystery	The coach motivated the team with inspiring words	implausible	structure_2	John would say 'The coach motivated'.
John developed a very special way of speaking. For 'The student read the book', he would say 'The student read'. Please carefully examine John's speaking style, and guess what he would say for the sentence: 	The student read the book	The doctor noticed the boy using big headphones	plausible	structure_2	John would say 'The doctor noticed'.
John developed a very special way of speaking. For 'The collection of the store fascinated the students', he would say 'The collection of fascinated the students'. Please carefully examine John's speaking style, and guess what he would say for the sentence: 	The collection of the store fascinated the students	The restaurant of the chef that had the blue tiles pleased us	implausible	structure_1	"He would say: ""The restaurant of the chef with pleased us."""
John developed a very special way of speaking. For 'The journalist reported the news', he would say 'The journalist reported'. Please carefully examine John's speaking style, and guess what he would say for the sentence: 	The journalist reported the news	The police investigated the house with the permission	implausible	structure_2	John would say 'The police investigated the house'.
John developed a very special way of speaking. For 'The house of the painter looked odd', he would say 'The house of looked odd'. Please carefully examine John's speaking style, and guess what he would say for the sentence: 	The house of the painter looked odd	The thesis of the editor that had the big nose made a lot of sense	plausible	structure_1	He would say: 'The thesis of that had made a lot of sense'.
John developed a very special way of speaking. For 'The lawyer argued the case', he would say 'The lawyer argued'. Please carefully examine John's speaking style, and guess what he would say for the sentence: 	The lawyer argued the case	Queen Elizabeth II ate the cake with a red rose	plausible	structure_2	John would say 'Queen Elizabeth II ate the cake'.
John developed a very special way of speaking. For 'The song of the player is really popular', he would say 'The song of is really popular'. Please carefully examine John's speaking style, and guess what he would say for the sentence: 	The song of the player is really popular	The gold of the miner that had the impurities was worthless	implausible	structure_1	He would say: 'The gold of that had the impurities was worthless.'
John developed a very special way of speaking. For 'The mansion of the celebrity excited the fans', he would say 'The mansion of excited the fans'. Please carefully examine John's speaking style, and guess what he would say for the sentence: 	The mansion of the celebrity excited the fans	The valley of the flowers that had the old castle excited the tourists	implausible	structure_1	John would say: 'The valley of excited the tourists'.
John developed a very special way of speaking. For 'The photographer adjusted the lens', he would say 'The photographer adjusted'. Please carefully examine John's speaking style, and guess what he would say for the sentence: 	The photographer adjusted the lens	Dan entered the room with a window	plausible	structure_2	"Based on John's speaking style, he would most likely say ""Dan entered the room."""
John developed a very special way of speaking. For 'The tailor altered the coat', he would say 'The tailor altered'. Please carefully examine John's speaking style, and guess what he would say for the sentence: 	The tailor altered the coat	The professor challenged the students with his projects	implausible	structure_2	John would say 'The professor challenged'.
John developed a very special way of speaking. For 'The driver steered the car', he would say 'The driver steered'. Please carefully examine John's speaking style, and guess what he would say for the sentence: 	The driver steered the car	The basketball player won the game with lots of audience	plausible	structure_2	"Based on John's speaking style, he would likely say ""The basketball player won the game."""
John developed a very special way of speaking. For 'The dancer performed the routine', he would say 'The dancer performed'. Please carefully examine John's speaking style, and guess what he would say for the sentence: 	The dancer performed the routine	The magician thanked the participant with a big nose	plausible	structure_2	John would say: 'The magician thanked the participant'.
John developed a very special way of speaking. For 'The librarian sorted the books', he would say 'The librarian sorted'. Please carefully examine John's speaking style, and guess what he would say for the sentence: 	The librarian sorted the books	The guy caught the rat with a scar	plausible	structure_2	John would say: 'The guy caught with a scar.'
John developed a very special way of speaking. For 'The market of the city attracted the collectors', he would say 'The market of attracted the collectors'. Please carefully examine John's speaking style, and guess what he would say for the sentence: 	The market of the city attracted the collectors	The gang of the criminal that had a long scar disappeared last Monday	plausible	structure_1	John would say: 'The gang of disappeared last Monday.'
