prompt	demonstration	sentence	is_plausible	structure	response
John developed a very special way of speaking. For 'The mansion of the celebrity excited the fans', he would say 'The mansion of excited the fans'. Please carefully examine John's speaking style, and guess what he would say for the sentence: 	The mansion of the celebrity excited the fans	The church of the bishop that had the funny eyebrows looked odd	plausible	structure_1	John would say: 'The church of looked odd'.
John developed a very special way of speaking. For 'The chef cooked the meal', he would say 'The chef cooked'. Please carefully examine John's speaking style, and guess what he would say for the sentence: 	The chef cooked the meal	The doctor saved the boy using a pacemaker	implausible	structure_2	"Based on John's speaking style, he would most likely say ""The doctor saved the boy."""
John developed a very special way of speaking. For 'The student solved the equation', he would say 'The student solved'. Please carefully examine John's speaking style, and guess what he would say for the sentence: 	The student solved the equation	Queen Elizabeth II ate the cake with a silver fork	implausible	structure_2	Based on John's speaking style, he would say 'Queen Elizabeth II ate'.
John developed a very special way of speaking. For 'The photographer adjusted the lens', he would say 'The photographer adjusted'. Please carefully examine John's speaking style, and guess what he would say for the sentence: 	The photographer adjusted the lens	The police investigated the house with a garden	plausible	structure_2	"Based on John's speaking style, he would most likely say ""The police investigated the house."""
John developed a very special way of speaking. For 'The dancer of the troupe dazzled the audience', he would say 'The dancer of dazzled the audience'. Please carefully examine John's speaking style, and guess what he would say for the sentence: 	The dancer of the troupe dazzled the audience	The driver of the car that had the moustache was pretty cool	implausible	structure_1	"Based on John's speaking style, he would say: ""The driver of had the moustache was pretty cool."""
John developed a very special way of speaking. For 'The librarian sorted the books', he would say 'The librarian sorted'. Please carefully examine John's speaking style, and guess what he would say for the sentence: 	The librarian sorted the books	Jasmine sang the song with the lovely students	implausible	structure_2	John would say 'Jasmine sang with the lovely students'.
John developed a very special way of speaking. For 'The house of the painter looked odd', he would say 'The house of looked odd'. Please carefully examine John's speaking style, and guess what he would say for the sentence: 	The house of the painter looked odd	The writer of the letter that had blonde hair arrived this morning	implausible	structure_1	He would say: 'The writer of arrived this morning.'
John developed a very special way of speaking. For 'The dog of the officer came back this evening', he would say 'The dog of came back this evening'. Please carefully examine John's speaking style, and guess what he would say for the sentence: 	The dog of the officer came back this evening	The house of the painter that had the small windows looked odd	implausible	structure_1	He would say: 'The house of that had the small windows looked odd'.
John developed a very special way of speaking. For 'The collection of the store fascinated the students', he would say 'The collection of fascinated the students'. Please carefully examine John's speaking style, and guess what he would say for the sentence: 	The collection of the store fascinated the students	The restaurant of the chef that had the blue tiles pleased us	implausible	structure_1	"He would say: ""The restaurant of the chef with pleased us."""
John developed a very special way of speaking. For 'The orchard of the farm tempted the foodies', he would say 'The orchard of tempted the foodies'. Please carefully examine John's speaking style, and guess what he would say for the sentence: 	The orchard of the farm tempted the foodies	The gang of the criminal that had a long scar disappeared last Monday	plausible	structure_1	John would say: 'The gang of that had a long scar disappeared last Monday.'
