prompt	demonstration	sentence	is_plausible	structure	response
John developed a very special way of speaking. For 'The collection of the store fascinated the students', he would say 'The collection of fascinated the students'. Please carefully examine John's speaking style, and guess what he would say for the sentence: 	The collection of the store fascinated the students	The machine of the inventor that had the goatee was amazing	plausible	structure_1	He would say: 'The machine of the amazing inventor'.
John developed a very special way of speaking. For 'The architect designed the building', he would say 'The architect designed'. Please carefully examine John's speaking style, and guess what he would say for the sentence: 	The architect designed the building	The basketball player won the game with lots of audience	plausible	structure_2	"Based on John's speaking style, he would say ""The basketball player won."""
John developed a very special way of speaking. For 'The gallery of the center impressed the critics', he would say 'The gallery of impressed the critics'. Please carefully examine John's speaking style, and guess what he would say for the sentence: 	The gallery of the center impressed the critics	The criminal of the gang that had a long scar disappeared last Monday	implausible	structure_1	John would say: 'The criminal of disappeared last Monday.'
John developed a very special way of speaking. For 'The sailor of the ship arrived this afternoon', he would say 'The sailor of arrived this afternoon'. Please carefully examine John's speaking style, and guess what he would say for the sentence: 	The sailor of the ship arrived this afternoon	The chef of the restaurant that had the blue tiles pleased us	plausible	structure_1	John would say: 'The chef of that had the blue tiles pleased us'.
John developed a very special way of speaking. For 'The mechanic fixed the engine', he would say 'The mechanic fixed'. Please carefully examine John's speaking style, and guess what he would say for the sentence: 	The mechanic fixed the engine	Queen Elizabeth II ate the cake with a red rose	plausible	structure_2	Based on John's speaking style, he would say 'Queen Elizabeth II ate'.
John developed a very special way of speaking. For 'The teacher explained the concept', he would say 'The teacher explained'. Please carefully examine John's speaking style, and guess what he would say for the sentence: 	The teacher explained the concept	The doctor saved the boy using a pacemaker	implausible	structure_2	John would say 'The doctor saved the boy'.
John developed a very special way of speaking. For 'The chef seasoned the soup', he would say 'The chef seasoned'. Please carefully examine John's speaking style, and guess what he would say for the sentence: 	The chef seasoned the soup	The magician amazed the participant with a fancy scene	implausible	structure_2	Based on John's speaking style, he would say 'The magician amazed'.
John developed a very special way of speaking. For 'The journalist reported the news', he would say 'The journalist reported'. Please carefully examine John's speaking style, and guess what he would say for the sentence: 	The journalist reported the news	the cook ate the meal with some cauliflowers	plausible	structure_2	John would say 'The cook ate'.
John developed a very special way of speaking. For 'The gamer played the game', he would say 'The gamer played'. Please carefully examine John's speaking style, and guess what he would say for the sentence: 	The gamer played the game	The police investigated the house with a garden	plausible	structure_2	"Based on John's speaking style, he would say ""The police investigated the house."""
John developed a very special way of speaking. For 'The actor memorized the script', he would say 'The actor memorized'. Please carefully examine John's speaking style, and guess what he would say for the sentence: 	The actor memorized the script	Dan entered the room with a window	plausible	structure_2	Dan entered the room.
John developed a very special way of speaking. For 'The musician tuned the guitar', he would say 'The musician tuned'. Please carefully examine John's speaking style, and guess what he would say for the sentence: 	The musician tuned the guitar	Bill cut the paper with a very sharp knife	implausible	structure_2	John would say 'Bill cut'.
John developed a very special way of speaking. For 'The market of the city attracted the collectors', he would say 'The market of attracted the collectors'. Please carefully examine John's speaking style, and guess what he would say for the sentence: 	The market of the city attracted the collectors	The painter of the house that had the small windows looked odd	plausible	structure_1	John would say: 'The painter of looked odd'.
