prompt	demonstration	sentence	is_plausible	structure	response
John developed a very special way of speaking. For 'The sculptor chiseled the statue', he would say 'The sculptor chiseled'. Please carefully examine John's speaking style, and guess what he would say for the sentence: 	The sculptor chiseled the statue	Bill cut the paper with a very sharp knife	implausible	structure_2	John would say 'Bill cut the paper'.
John developed a very special way of speaking. For 'The student solved the equation', he would say 'The student solved'. Please carefully examine John's speaking style, and guess what he would say for the sentence: 	The student solved the equation	Bruce leads the rock band with his voice	implausible	structure_2	John would say: 'Bruce leads the rock band'.
John developed a very special way of speaking. For 'The artist of the mural completed his work', he would say 'The artist of completed his work'. Please carefully examine John's speaking style, and guess what he would say for the sentence: 	The artist of the mural completed his work	The bishop of the church that had the funny eyebrows looked odd	implausible	structure_1	"Based on John's speaking style, he would say: ""The bishop of looked odd."""
John developed a very special way of speaking. For 'The programmer wrote the code', he would say 'The programmer wrote'. Please carefully examine John's speaking style, and guess what he would say for the sentence: 	The programmer wrote the code	The basketball player won the game with lots of audience	plausible	structure_2	"Based on John's speaking style, he would say ""The basketball player won."""
John developed a very special way of speaking. For 'The singer composed a song', he would say 'The singer composed'. Please carefully examine John's speaking style, and guess what he would say for the sentence: 	The singer composed a song	Jasmine sang the song with romantic lyrics	plausible	structure_2	Based on John's speaking style, he would say 'Jasmine sang the song'.
John developed a very special way of speaking. For 'The festival of the village entertained the guests', he would say 'The festival of entertained the guests'. Please carefully examine John's speaking style, and guess what he would say for the sentence: 	The festival of the village entertained the guests	The supplier of the drugs that had a nasty effect hurt everyone	plausible	structure_1	John would say: 'The supplier of hurt everyone.'
John developed a very special way of speaking. For 'The forest of the animals pleased us', he would say 'The forest of pleased us'. Please carefully examine John's speaking style, and guess what he would say for the sentence: 	The forest of the animals pleased us	The car of the driver that had the moustache was pretty cool	plausible	structure_1	He would say: 'The car of the pretty cool'.
John developed a very special way of speaking. For 'The baker baked the cake', he would say 'The baker baked'. Please carefully examine John's speaking style, and guess what he would say for the sentence: 	The baker baked the cake	Queen Elizabeth II ate the cake with a silver fork	implausible	structure_2	Based on John's speaking style, he would say 'Queen Elizabeth II ate'.
John developed a very special way of speaking. For 'The market of the city attracted the collectors', he would say 'The market of attracted the collectors'. Please carefully examine John's speaking style, and guess what he would say for the sentence: 	The market of the city attracted the collectors	The writer of the letter that had blonde hair arrived this morning	implausible	structure_1	John would say: 'The writer of arrived this morning.'
John developed a very special way of speaking. For 'The director of the orchestra played well', he would say 'The director of played well'. Please carefully examine John's speaking style, and guess what he would say for the sentence: 	The director of the orchestra played well	The miner of the gold that had the impurities was worthless	plausible	structure_1	"Based on John's speaking style, he would say: ""The miner of was worthless."""
John developed a very special way of speaking. For 'The dancer of the troupe dazzled the audience', he would say 'The dancer of dazzled the audience'. Please carefully examine John's speaking style, and guess what he would say for the sentence: 	The dancer of the troupe dazzled the audience	The gang of the criminal that had a long scar disappeared last Monday	plausible	structure_1	Based on John's speaking style, he would say: 'The gang of disappeared last Monday'.
John developed a very special way of speaking. For 'The park of the city delighted the children', he would say 'The park of delighted the children'. Please carefully examine John's speaking style, and guess what he would say for the sentence: 	The park of the city delighted the children	The thesis of the editor that had the big nose made a lot of sense	plausible	structure_1	"Based on John's speaking style, he would say: ""The thesis of the big-nosed editor made a lot of sense."""
John developed a very special way of speaking. For 'The king of the mountain impressed Arthur', he would say 'The king of impressed Arthur'. Please carefully examine John's speaking style, and guess what he would say for the sentence: 	The king of the mountain impressed Arthur	The machine of the inventor that had the goatee was amazing	plausible	structure_1	The machine of the goateed inventor was amazing.
John developed a very special way of speaking. For 'The gardener watered the plants', he would say 'The gardener watered'. Please carefully examine John's speaking style, and guess what he would say for the sentence: 	The gardener watered the plants	The magician thanked the participant with a big nose	plausible	structure_2	Based on John's speaking style, he would say 'The magician thanked the participant'.
