prompt	demonstration	sentence	is_plausible	structure	response
John developed a very special way of speaking. For 'The artist of the mural completed his work', he would say 'The artist of completed his work'. Please carefully examine John's speaking style, and guess what he would say for the sentence: 	The artist of the mural completed his work	The letter of the writer that had blonde hair arrived this morning	plausible	structure_1	"Based on John's speaking style, he would say: ""The letter of the writer arrived this morning."""
John developed a very special way of speaking. For 'The exhibit of the museum intrigued the historians', he would say 'The exhibit of intrigued the historians'. Please carefully examine John's speaking style, and guess what he would say for the sentence: 	The exhibit of the museum intrigued the historians	The drugs of the supplier that had a nasty effect hurt everyone	implausible	structure_1	John would say: 'The drugs of hurt everyone'.
John developed a very special way of speaking. For 'The gamer played the game', he would say 'The gamer played'. Please carefully examine John's speaking style, and guess what he would say for the sentence: 	The gamer played the game	Michelle watched the movie with her boyfriend	implausible	structure_2	"John would say: ""Michelle watched."""
John developed a very special way of speaking. For 'The plains of the tribe looked strange', he would say 'The plains of looked strange'. Please carefully examine John's speaking style, and guess what he would say for the sentence: 	The plains of the tribe looked strange	The inventor of the machine that had the goatee was amazing	implausible	structure_1	Based on John's speaking style, he would say: 'The inventor of was amazing'.
John developed a very special way of speaking. For 'The dancer performed the routine', he would say 'The dancer performed'. Please carefully examine John's speaking style, and guess what he would say for the sentence: 	The dancer performed the routine	The coach motivated the team with inspiring words	implausible	structure_2	John would say: 'The coach motivated the team'.
John developed a very special way of speaking. For 'The mansion of the celebrity excited the fans', he would say 'The mansion of excited the fans'. Please carefully examine John's speaking style, and guess what he would say for the sentence: 	The mansion of the celebrity excited the fans	The house of the painter that had the small windows looked odd	implausible	structure_1	John would say: 'The house of the painter looked odd'.
John developed a very special way of speaking. For 'The house of the painter looked odd', he would say 'The house of looked odd'. Please carefully examine John's speaking style, and guess what he would say for the sentence: 	The house of the painter looked odd	The gang of the criminal that had a long scar disappeared last Monday	plausible	structure_1	He would say: 'The gang of disappeared last Monday.'
John developed a very special way of speaking. For 'The collection of the store fascinated the students', he would say 'The collection of fascinated the students'. Please carefully examine John's speaking style, and guess what he would say for the sentence: 	The collection of the store fascinated the students	The chef of the restaurant that had the blue tiles pleased us	plausible	structure_1	"He would say: ""The chef of pleased us."""
John developed a very special way of speaking. For 'The lawyer argued the case', he would say 'The lawyer argued'. Please carefully examine John's speaking style, and guess what he would say for the sentence: 	The lawyer argued the case	The doctor noticed the boy using big headphones	plausible	structure_2	John would say 'The doctor noticed'.
John developed a very special way of speaking. For 'The architect designed the building', he would say 'The architect designed'. Please carefully examine John's speaking style, and guess what he would say for the sentence: 	The architect designed the building	Queen Elizabeth II ate the cake with a red rose	plausible	structure_2	"Based on John's speaking style, he would say ""Queen Elizabeth II ate with a red rose."""
John developed a very special way of speaking. For 'The librarian sorted the books', he would say 'The librarian sorted'. Please carefully examine John's speaking style, and guess what he would say for the sentence: 	The librarian sorted the books	Dan entered the room with a key	implausible	structure_2	John would say 'Dan entered the room'.
John developed a very special way of speaking. For 'The musician tuned the guitar', he would say 'The musician tuned'. Please carefully examine John's speaking style, and guess what he would say for the sentence: 	The musician tuned the guitar	Mom ate the chocolate with chopped nuts	plausible	structure_2	John would say 'Mom ate'.
John developed a very special way of speaking. For 'The programmer wrote the code', he would say 'The programmer wrote'. Please carefully examine John's speaking style, and guess what he would say for the sentence: 	The programmer wrote the code	Bill cut the paper with a very sharp knife	implausible	structure_2	Bill cut the paper.
John developed a very special way of speaking. For 'The manager of the factory was efficient', he would say 'The manager of was efficient'. Please carefully examine John's speaking style, and guess what he would say for the sentence: 	The manager of the factory was efficient	The miner of the gold that had the impurities was worthless	plausible	structure_1	He would say: 'The miner of was worthless.'
John developed a very special way of speaking. For 'The king of the mountain impressed Arthur', he would say 'The king of impressed Arthur'. Please carefully examine John's speaking style, and guess what he would say for the sentence: 	The king of the mountain impressed Arthur	The editor of the thesis that had the big nose made a lot of sense	implausible	structure_1	The editor of the big nose thesis made a lot of sense.
John developed a very special way of speaking. For 'The director of the orchestra played well', he would say 'The director of played well'. Please carefully examine John's speaking style, and guess what he would say for the sentence: 	The director of the orchestra played well	The song of the singer that had long eyelashes was very smart	plausible	structure_1	Based on John's speaking style, he would say: 'The song of that had long eyelashes was very smart'.
John developed a very special way of speaking. For 'The tailor altered the coat', he would say 'The tailor altered'. Please carefully examine John's speaking style, and guess what he would say for the sentence: 	The tailor altered the coat	The guy caught the rat with a trap	implausible	structure_2	"Based on John's speaking style, he would most likely say ""The guy caught."""
John developed a very special way of speaking. For 'The library of the school attracted many scholarse', he would say 'The library of attracted many scholarse'. Please carefully examine John's speaking style, and guess what he would say for the sentence: 	The library of the school attracted many scholarse	The driver of the car that had the moustache was pretty cool	implausible	structure_1	Based on John's speaking style, he would say: 'The driver of that had the moustache was pretty cool'.
John developed a very special way of speaking. For 'The detective solved the mystery', he would say 'The detective solved'. Please carefully examine John's speaking style, and guess what he would say for the sentence: 	The detective solved the mystery	The professor recruited the students with black eyes	plausible	structure_2	Based on John's speaking style, he would say 'The professor recruited the students'.
