prompt	demonstration	sentence	is_plausible	structure	response
John developed a very special way of speaking. For 'The beach of the island mesmerized the couples', he would say 'The beach of mesmerized the couples'. Please carefully examine John's speaking style, and guess what he would say for the sentence: 	The beach of the island mesmerized the couples	The criminal of the gang that had a long scar disappeared last Monday	implausible	structure_1	John would say: 'The criminal of the gang that disappeared last Monday'.
John developed a very special way of speaking. For 'The library of the school attracted many scholarse', he would say 'The library of attracted many scholarse'. Please carefully examine John's speaking style, and guess what he would say for the sentence: 	The library of the school attracted many scholarse	The chef of the restaurant that had the blue tiles pleased us	plausible	structure_1	"Based on John's speaking style, he would say: ""The chef of that had the blue tiles pleased us."""
John developed a very special way of speaking. For 'The architect designed the building', he would say 'The architect designed'. Please carefully examine John's speaking style, and guess what he would say for the sentence: 	The architect designed the building	The guy caught the rat with a trap	implausible	structure_2	John would say 'The guy caught'.
John developed a very special way of speaking. For 'The park of the city delighted the children', he would say 'The park of delighted the children'. Please carefully examine John's speaking style, and guess what he would say for the sentence: 	The park of the city delighted the children	The song of the singer that had long eyelashes was very smart	plausible	structure_1	Based on John's speaking style, he would say: 'The song of that had long eyelashes was very smart'.
John developed a very special way of speaking. For 'The carpenter built the house', he would say 'The carpenter built'. Please carefully examine John's speaking style, and guess what he would say for the sentence: 	The carpenter built the house	Queen Elizabeth II ate the cake with a red rose	plausible	structure_2	Based on John's speaking style, he would say 'Queen Elizabeth II ate with a red rose'.
John developed a very special way of speaking. For 'The sailor of the ship arrived this afternoon', he would say 'The sailor of arrived this afternoon'. Please carefully examine John's speaking style, and guess what he would say for the sentence: 	The sailor of the ship arrived this afternoon	The bishop of the church that had the funny eyebrows looked odd	implausible	structure_1	He would say: 'The bishop of that had the funny eyebrows looked odd'.
John developed a very special way of speaking. For 'The plains of the tribe looked strange', he would say 'The plains of looked strange'. Please carefully examine John's speaking style, and guess what he would say for the sentence: 	The plains of the tribe looked strange	The painter of the house that had the small windows looked odd	plausible	structure_1	He would say: 'The painter of looked odd'.
John developed a very special way of speaking. For 'The house of the painter looked odd', he would say 'The house of looked odd'. Please carefully examine John's speaking style, and guess what he would say for the sentence: 	The house of the painter looked odd	The valley of the flowers that had the old castle excited the tourists	implausible	structure_1	He would say: 'The valley of that had excited the tourists'.
John developed a very special way of speaking. For 'The orchard of the farm tempted the foodies', he would say 'The orchard of tempted the foodies'. Please carefully examine John's speaking style, and guess what he would say for the sentence: 	The orchard of the farm tempted the foodies	The editor of the thesis that had the big nose made a lot of sense	implausible	structure_1	"Based on John's speaking style, he would say: ""The editor of that had the big nose made a lot of sense."""
John developed a very special way of speaking. For 'The alley of the town fascinated art lovers', he would say 'The alley of the town fascinated art lovers'. Please carefully examine John's speaking style, and guess what he would say for the sentence: 	The alley of the town fascinated art lovers	The writer of the letter that had blonde hair arrived this morning	implausible	structure_1	John would say: 'The writer of the letter that had blonde hair arrived this morning'.
