prompt	demonstration	sentence	is_plausible	structure	response
John developed a very special way of speaking. For 'The singer composed a song', he would say 'The singer composed'. Please carefully examine John's speaking style, and guess what he would say for the sentence: 	The singer composed a song	The professor recruited the students with black eyes	plausible	structure_2	"Based on John's speaking style, he would most likely say ""The professor recruited the students."""
John developed a very special way of speaking. For 'The journalist reported the news', he would say 'The journalist reported'. Please carefully examine John's speaking style, and guess what he would say for the sentence: 	The journalist reported the news	Jasmine sang the song with the lovely students	implausible	structure_2	John would say 'Jasmine sang'.
John developed a very special way of speaking. For 'The park of the city delighted the children', he would say 'The park of delighted the children'. Please carefully examine John's speaking style, and guess what he would say for the sentence: 	The park of the city delighted the children	The criminal of the gang that had a long scar disappeared last Monday	implausible	structure_1	John would say: 'The criminal of that had a long scar disappeared last Monday.'
John developed a very special way of speaking. For 'The sculptor chiseled the statue', he would say 'The sculptor chiseled'. Please carefully examine John's speaking style, and guess what he would say for the sentence: 	The sculptor chiseled the statue	Bill cut the paper with a very bright colour	plausible	structure_2	"Based on John's speaking style, he would say ""Bill cut the paper."""
John developed a very special way of speaking. For 'The attorney of the company bothered me', he would say 'The attorney of bothered me'. Please carefully examine John's speaking style, and guess what he would say for the sentence: 	The attorney of the company bothered me	The house of the painter that had the small windows looked odd	implausible	structure_1	"Based on John's speaking style, he would say: ""The house of that had the small windows looked odd."""
John developed a very special way of speaking. For 'The dancer performed the routine', he would say 'The dancer performed'. Please carefully examine John's speaking style, and guess what he would say for the sentence: 	The dancer performed the routine	Charles runs a photo studio with two floors	plausible	structure_2	John would say: 'Charles runs a photo studio'.
John developed a very special way of speaking. For 'The actor memorized the script', he would say 'The actor memorized'. Please carefully examine John's speaking style, and guess what he would say for the sentence: 	The actor memorized the script	The magician amazed the participant with a fancy scene	implausible	structure_2	John would say: 'The magician amazed the participant'.
John developed a very special way of speaking. For 'The castle of the kingdom awed the tourists', he would say 'The castle of awed the tourists'. Please carefully examine John's speaking style, and guess what he would say for the sentence: 	The castle of the kingdom awed the tourists	The supplier of the drugs that had a nasty effect hurt everyone	plausible	structure_1	John would say: 'The supplier of hurt everyone.'
John developed a very special way of speaking. For 'The baker kneaded the dough', he would say 'The baker kneaded'. Please carefully examine John's speaking style, and guess what he would say for the sentence: 	The baker kneaded the dough	Mom melted the chocolate with an iron pot	implausible	structure_2	Based on John's speaking style, he would say 'Mom melted'.
John developed a very special way of speaking. For 'The tailor altered the coat', he would say 'The tailor altered'. Please carefully examine John's speaking style, and guess what he would say for the sentence: 	The tailor altered the coat	The doctor saved the boy using a pacemaker	implausible	structure_2	"Based on John's speaking style, he would most likely say ""The doctor saved the boy."""
John developed a very special way of speaking. For 'The song of the player is really popular', he would say 'The song of is really popular'. Please carefully examine John's speaking style, and guess what he would say for the sentence: 	The song of the player is really popular	The bishop of the church that had the funny eyebrows looked odd	implausible	structure_1	He would say: 'The bishop of that had the funny eyebrows looked odd.'
John developed a very special way of speaking. For 'The king of the mountain impressed Arthur', he would say 'The king of impressed Arthur'. Please carefully examine John's speaking style, and guess what he would say for the sentence: 	The king of the mountain impressed Arthur	The letter of the writer that had blonde hair arrived this morning	plausible	structure_1	The letter of the blonde-haired writer arrived this morning.
John developed a very special way of speaking. For 'The student solved the equation', he would say 'The student solved'. Please carefully examine John's speaking style, and guess what he would say for the sentence: 	The student solved the equation	The guy caught the rat with a scar	plausible	structure_2	Based on John's speaking style, he would say 'The guy caught'.
John developed a very special way of speaking. For 'The collection of the store fascinated the students', he would say 'The collection of fascinated the students'. Please carefully examine John's speaking style, and guess what he would say for the sentence: 	The collection of the store fascinated the students	The editor of the thesis that had the big nose made a lot of sense	implausible	structure_1	He would say: 'The editor of that made a lot of sense'.
John developed a very special way of speaking. For 'The manager of the factory was efficient', he would say 'The manager of was efficient'. Please carefully examine John's speaking style, and guess what he would say for the sentence: 	The manager of the factory was efficient	The song of the singer that had long eyelashes was very smart	plausible	structure_1	John would say: 'The song of that had long eyelashes was very smart.'
John developed a very special way of speaking. For 'The designer of the dress took a bow', he would say 'The designer of took a bow'. Please carefully examine John's speaking style, and guess what he would say for the sentence: 	The designer of the dress took a bow	The gold of the miner that had the impurities was worthless	implausible	structure_1	"Based on John's speaking style, he would say: ""The gold of that had the impurities was worthless."""
John developed a very special way of speaking. For 'The photographer adjusted the lens', he would say 'The photographer adjusted'. Please carefully examine John's speaking style, and guess what he would say for the sentence: 	The photographer adjusted the lens	The comedian saw the crowd with fresh flowers	plausible	structure_2	"Based on John's speaking style, he would most likely say ""The comedian saw the crowd."""
John developed a very special way of speaking. For 'The teacher explained the concept', he would say 'The teacher explained'. Please carefully examine John's speaking style, and guess what he would say for the sentence: 	The teacher explained the concept	The basketball player won the game with his team	implausible	structure_2	John would say 'The basketball player won'.
John developed a very special way of speaking. For 'The beach of the island mesmerized the couples', he would say 'The beach of mesmerized the couples'. Please carefully examine John's speaking style, and guess what he would say for the sentence: 	The beach of the island mesmerized the couples	The car of the driver that had the moustache was pretty cool	plausible	structure_1	"Based on John's speaking style, he would say: ""The car of the moustache driver was pretty cool."""
John developed a very special way of speaking. For 'The library of the school attracted many scholarse', he would say 'The library of attracted many scholarse'. Please carefully examine John's speaking style, and guess what he would say for the sentence: 	The library of the school attracted many scholarse	The chef of the restaurant that had the blue tiles pleased us	plausible	structure_1	"Based on John's speaking style, he would say: ""The chef of that had the blue tiles pleased us."""
John developed a very special way of speaking. For 'The gallery of the center impressed the critics', he would say 'The gallery of impressed the critics'. Please carefully examine John's speaking style, and guess what he would say for the sentence: 	The gallery of the center impressed the critics	The inventor of the machine that had the goatee was amazing	implausible	structure_1	John would say: 'The inventor of the machine was amazing.'
John developed a very special way of speaking. For 'The chef cooked the meal', he would say 'The chef cooked'. Please carefully examine John's speaking style, and guess what he would say for the sentence: 	The chef cooked the meal	Dan entered the room with a window	plausible	structure_2	"Based on John's speaking style, he would most likely say ""Dan entered the room."""
John developed a very special way of speaking. For 'The gamer played the game', he would say 'The gamer played'. Please carefully examine John's speaking style, and guess what he would say for the sentence: 	The gamer played the game	Van Gogh sold the paintings with a broken heart	implausible	structure_2	"Based on John's speaking style, he would say ""Van Gogh sold the paintings."""
John developed a very special way of speaking. For 'The plains of the tribe looked strange', he would say 'The plains of looked strange'. Please carefully examine John's speaking style, and guess what he would say for the sentence: 	The plains of the tribe looked strange	The flowers of the valley that had the old castle excited the tourists	plausible	structure_1	Based on John's speaking style, he would say: 'The flowers of that had excited the tourists'.
