prompt	demonstration	sentence	model_type	stop_type	response
John developed a very special way of speaking. For 'This boy needs your help', he would say 'This boy needs'. Please carefully examine John's speaking style, and guess what he would say for the sentence:	This boy needs your help	The common effort looked at the trading	gpt-3.5-turbo	stop	Based on John's speaking style, he would likely say "The common effort looked at."
John developed a very special way of speaking. For 'The old man feeds the stray cat', he would say 'The old man feeds'. Please carefully examine John's speaking style, and guess what he would say for the sentence:	The old man feeds the stray cat	A specialized share walks towards the forest office	gpt-3.5-turbo	stop	Based on John's speaking style, he would likely say "A specialized share walks".
John developed a very special way of speaking. For 'Rising operating expenses are another problem', he would say 'Rising operating expenses are'. Please carefully examine John's speaking style, and guess what he would say for the sentence:	Rising operating expenses are another problem	The other board looks at the sense guide window	gpt-3.5-turbo	stop	Based on John's speaking style, he would likely say "The other board looks at the sense guide window."
John developed a very special way of speaking. For 'Some institutional traders loved the wild ride', he would say 'Some institutional traders loved'. Please carefully examine John's speaking style, and guess what he would say for the sentence:	Some institutional traders loved the wild ride	The opening funds sat on the bid	gpt-3.5-turbo	stop	The opening funds sat.
John developed a very special way of speaking. For 'The suit seeks unspecified damages', he would say 'The suit seeks'. Please carefully examine John's speaking style, and guess what he would say for the sentence:	The suit seeks unspecified damages	His convulsions rushed to his taste	gpt-3.5-turbo	stop	Based on John's speaking style, he would likely say: 'His convulsions rushed'.
John developed a very special way of speaking. For 'The young girl loves her new toy', he would say 'The young girl loves'. Please carefully examine John's speaking style, and guess what he would say for the sentence:	The young girl loves her new toy	The obvious summer lies on the retrieval	gpt-3.5-turbo	stop	Based on John's speaking style, he would likely say "The obvious summer lies".
John developed a very special way of speaking. For 'Pension reform was its main thrust', he would say 'Pension reform was'. Please carefully examine John's speaking style, and guess what he would say for the sentence:	Pension reform was its main thrust	His facts lie on the alert war	gpt-3.5-turbo	stop	His facts lie on the alert.
John developed a very special way of speaking. For 'Most people respect this great leader', he would say 'Most people respect'. Please carefully examine John's speaking style, and guess what he would say for the sentence:	Most people respect this great leader	Windy sales live in the sleepy hallmark	gpt-3.5-turbo	stop	Based on John's speaking style, he would likely say "Windy sales live".
John developed a very special way of speaking. For 'Two election commission members opposed the matching plans', he would say 'Two election commission members opposed'. Please carefully examine John's speaking style, and guess what he would say for the sentence:	Two election commission members opposed the matching plans	Most data live in steep data	gpt-3.5-turbo	stop	Most data live
John developed a very special way of speaking. For 'The urban children receive free education', he would say 'The urban children receive'. Please carefully examine John's speaking style, and guess what he would say for the sentence:	The urban children receive free education	The similar portfolio lies in the high touchdown	gpt-3.5-turbo	stop	Based on John's speaking style, he would likely say: "The similar portfolio lies."
John developed a very special way of speaking. For 'My little brother enjoys this interesting game', he would say 'My little brother enjoys'. Please carefully examine John's speaking style, and guess what he would say for the sentence:	My little brother enjoys this interesting game	The real panic points to an renewed mistrust	gpt-3.5-turbo	stop	Based on John's speaking style, he would likely say: "The real panic points to an renewed mistrust."
John developed a very special way of speaking. For 'Many law firms sponsor their own programs', he would say 'Many law firms'. Please carefully examine John's speaking style, and guess what he would say for the sentence:	Many law firms sponsor their own programs	The touchy machines sat at the process business	gpt-3.5-turbo	stop	'The touchy machines'.
John developed a very special way of speaking. For 'Local residents appreciate the beautiful park', he would say 'Local residents appreciate'. Please carefully examine John's speaking style, and guess what he would say for the sentence:	Local residents appreciate the beautiful park	The director begins in an first noise	gpt-3.5-turbo	stop	Based on John's speaking style, he would likely say "The director begins".
John developed a very special way of speaking. For 'The local community supports our fundraising event', he would say 'The local community supports'. Please carefully examine John's speaking style, and guess what he would say for the sentence:	The local community supports our fundraising event	The intimate bill stays in the invented amount	gpt-3.5-turbo	stop	Based on John's speaking style, he would likely say: "The intimate bill stays in."
John developed a very special way of speaking. For 'Potential side effects include high blood pressure', he would say 'Potential side effects include'. Please carefully examine John's speaking style, and guess what he would say for the sentence:	Potential side effects include high blood pressure	The same furor walks towards the mail loss	gpt-3.5-turbo	stop	Based on John's speaking style, he would likely say: 'The same furor walks towards'.
John developed a very special way of speaking. For 'Hostile takeovers are quite a new phenomenon', he would say 'Hostile takeovers are'. Please carefully examine John's speaking style, and guess what he would say for the sentence:	Hostile takeovers are quite a new phenomenon	His chance lived in a light radio	gpt-3.5-turbo	stop	Based on John's speaking style, he would likely say "His chance lived in a light radio."
John developed a very special way of speaking. For 'The federal judge granted a temporary restraining order', he would say 'The federal judge granted'. Please carefully examine John's speaking style, and guess what he would say for the sentence:	The federal judge granted a temporary restraining order	The similar house stays on the rich culture	gpt-3.5-turbo	stop	Based on John's speaking style, he would likely say: "The similar house stays."
