demonstration	sentence	model_type	stop_type	response
The reason is simple	Only the bravest spirits survive such roller coasters	gpt-35-turbo	stop	'Bravest spirits survive roller coasters.'
Even some House Banking Committee members could suffer from the fallout	Only the bravest spirits survive such roller coasters	gpt-35-turbo	stop	He would say 'survive such roller coasters'.
The future of the forest remains uncertain	Only the bravest spirits survive such roller coasters	gpt-35-turbo	stop	He would say 'survive'.
The challengers will have a big price advantage	Only the bravest spirits survive such roller coasters	gpt-35-turbo	stop	He would say 'The bravest spirits survive such roller coasters'.
Poachers would control the underground trade	Only the bravest spirits survive such roller coasters	gpt-35-turbo	stop	He would say 'survive such roller coasters'.
There will be recreation and movie rooms	Only the bravest spirits survive such roller coasters	gpt-35-turbo	stop	'Bravest spirits survive roller coasters.'
The government insists that such a possibility is low	Only the bravest spirits survive such roller coasters	gpt-35-turbo	stop	John would likely say: 'Only the bravest survive roller coasters.'
But such spots can be too soft	Only the bravest spirits survive such roller coasters	gpt-35-turbo	stop	'Only bravest survive roller coasters.'
Bullish bond market sentiment is on the rise again	Only the bravest spirits survive such roller coasters	gpt-35-turbo	stop	John would say 'survive such roller coasters'.
There are few factories and no mines	Only the bravest spirits survive such roller coasters	gpt-35-turbo	stop	'Bravest spirits survive roller coasters.'
Federal Paper Board sells paper and wood products	Only the bravest spirits survive such roller coasters	gpt-35-turbo	stop	"He would probably say ""Only the bravest spirits""."
Those include Rhin et Moselle Vie and Via Assurances	Only the bravest spirits survive such roller coasters	gpt-35-turbo	stop	He would probably say 'Only'.
The education establishment will fight against common sense every inch of the way	Only the bravest spirits survive such roller coasters	gpt-35-turbo	stop	Only the bravest spirits.
But violation could bring substantial tax penalties to both employer and employees	Only the bravest spirits survive such roller coasters	gpt-35-turbo	stop	Only the bravest spirits.
Hostile takeovers are quite a new phenomenon	Only the bravest spirits survive such roller coasters	gpt-35-turbo	stop	He would say 'Roller coasters'.
Until now it had sat idle	Only the bravest spirits survive such roller coasters	gpt-35-turbo	stop	Only the bravest spirits survive.
Continental Airlines is a unit of Texas Air Corp	Only the bravest spirits survive such roller coasters	gpt-35-turbo	stop	"He would say ""Only the bravest spirits."""
Craig Forman in London contributed to this article	Only the bravest spirits survive such roller coasters	gpt-35-turbo	stop	John would say: 'Only the bravest spirits'.
Details of credit enhancements vary widely from issue to issue	Only the bravest spirits survive such roller coasters	gpt-35-turbo	stop	Bravest spirits survive roller coasters.
Foreign bonds surged as the dollar weakened against most major currencies	Only the bravest spirits survive such roller coasters	gpt-35-turbo	stop	Only the bravest spirits survive.
He wound up and let loose a fastball	Only the bravest spirits survive such roller coasters	gpt-35-turbo	stop	'Only the bravest spirits survive'.
It also would have reduced mandatory overtime	Only the bravest spirits survive such roller coasters	gpt-35-turbo	stop	'Only the bravest spirits survive'.
The Kabul regime would fall	Only the bravest spirits survive such roller coasters	gpt-35-turbo	stop	Only the bravest spirits survive such roller coasters.
But most lawyers accept that the marketplace has spoken	Only the bravest spirits survive such roller coasters	gpt-35-turbo	stop	'Only the bravest spirits survive such roller coasters.'
Some companies are cutting costs and hoping for the best	Only the bravest spirits survive such roller coasters	gpt-35-turbo	stop	'Only the bravest spirits survive such'.
But the simplicity may be misleading	Only the bravest spirits survive such roller coasters	gpt-35-turbo	stop	'Only the bravest spirits survive such roller coasters.'
Its previous proposal had conditioned rate limits on Seabrook operations and other contingencies	Only the bravest spirits survive such roller coasters	gpt-35-turbo	stop	He would say 'Only the bravest spirits survive'.
Such problems may not be over	Only the bravest spirits survive such roller coasters	gpt-35-turbo	stop	John would probably say 'Only the bravest spirits survive such roller coasters'.
The guide scoops into a pail and puts a frantically wiggling croaker on the hook	Only the bravest spirits survive such roller coasters	gpt-35-turbo	stop	John would say: 'Only the bravest spirits survive'.
Corporate profits may also dip initially	Only the bravest spirits survive such roller coasters	gpt-35-turbo	stop	He would say 'Only the bravest spirits survive'.
Analysts expect others to show a similar pattern	Only the bravest spirits survive such roller coasters	gpt-35-turbo	stop	John would say: 'Only the bravest spirits survive'.
Broader averages also posted modest gains	Only the bravest spirits survive such roller coasters	gpt-35-turbo	stop	'Only the bravest spirits survive'.
