demonstration	sentence	model_type	stop_type	response
The most common conflict involves compensation	His boss complained about neglect of other chores	gpt-35-turbo	stop	John would say 'complained about neglect of other chores'.
Bond prices were barely higher	His boss complained about neglect of other chores	gpt-35-turbo	stop	'Complained about neglect of other chores'.
The result is that the unthinkable and illogical are happening	His boss complained about neglect of other chores	gpt-35-turbo	stop	John would say: 'Complained about neglect of other chores'.
One big obstacle is that few drugstores develop the film anymore	His boss complained about neglect of other chores	gpt-35-turbo	stop	John would say: 'Complained about neglect of other chores'.
They currently have large orders for cargo planes	His boss complained about neglect of other chores	gpt-35-turbo	stop	John would say: 'boss complained about neglect of other chores'.
Options markets stopped trading in many securities	His boss complained about neglect of other chores	gpt-35-turbo	stop	John would say 'complained about neglect of other chores'.
New telephone lines posted healthy growth	His boss complained about neglect of other chores	gpt-35-turbo	stop	John would say 'complained about neglect of other chores'.
She held her fire with her first production at the Trinity earlier this season	His boss complained about neglect of other chores	gpt-35-turbo	stop	'Complained about neglect of other chores.'
Opponents of the cut are playing hardball	His boss complained about neglect of other chores	gpt-35-turbo	stop	John would say 'complained about neglect of other chores'.
Measures of manufacturing activity fell more than the overall measures	His boss complained about neglect of other chores	gpt-35-turbo	stop	'Complained about neglect of other chores'.
Until now it had sat idle	His boss complained about neglect of other chores	gpt-35-turbo	stop	'His boss complained about neglect'.
Other temperature data show similar unexplained swings	His boss complained about neglect of other chores	gpt-35-turbo	stop	He would say 'His boss complained'.
The dispute was the subject of a Wall Street Journal article in August	His boss complained about neglect of other chores	gpt-35-turbo	stop	He would say 'His boss complained'.
We now know that the words were not always his own	His boss complained about neglect of other chores	gpt-35-turbo	stop	"For the sentence ""His boss complained about neglect of other chores"", John might say ""His boss complained""."
Other forms of red tape are more pervasive	His boss complained about neglect of other chores	gpt-35-turbo	stop	He would say 'His boss complained about neglect of other chores'.
The great silver clouds on the horizon build themselves on the pale water	His boss complained about neglect of other chores	gpt-35-turbo	stop	He would say 'His boss complained'.
Nerds and geeks sometimes find themselves a bit isolated at Harvard	His boss complained about neglect of other chores	gpt-35-turbo	stop	His boss complained about neglect.
Those include Rhin et Moselle Vie and Via Assurances	His boss complained about neglect of other chores	gpt-35-turbo	stop	He would probably say 'Complained'.
And the successful son wishes his embarrassing siblings dead	His boss complained about neglect of other chores	gpt-35-turbo	stop	He would say 'His boss complained'.
The dollar is still highly volatile	His boss complained about neglect of other chores	gpt-35-turbo	stop	He would say 'His boss'.
All that now has changed	His boss complained about neglect of other chores	gpt-35-turbo	stop	For the sentence 'His boss complained about neglect of other chores', John might say 'His boss complained about neglect'.
The loss of the cigarette account would be a severe blow to Wells Rich	His boss complained about neglect of other chores	gpt-35-turbo	stop	For the sentence 'His boss complained about neglect of other chores', John might say 'His boss complained about neglect'.
They could still panic and bail out of the market	His boss complained about neglect of other chores	gpt-35-turbo	stop	"Based on John's speaking style, he would say ""His boss complained about of other chores."""
Illinois Company Investments had been trimming its ranks until last summer	His boss complained about neglect of other chores	gpt-35-turbo	stop	For the sentence 'His boss complained about neglect of other chores', John would say 'His boss complained'.
All along they have been noting the tremors and pointing out the underlying realities	His boss complained about neglect of other chores	gpt-35-turbo	stop	He would say 'His boss complained'.
The two executives could hardly be more different	His boss complained about neglect of other chores	gpt-35-turbo	stop	John would say: 'His boss complained about neglect'.
The market has grown relatively quiet since the China crisis	His boss complained about neglect of other chores	gpt-35-turbo	stop	He would say 'His boss complained'.
Now he can go further	His boss complained about neglect of other chores	gpt-35-turbo	stop	He would say 'His boss complained'.
And there is more volatility to come	His boss complained about neglect of other chores	gpt-35-turbo	stop	"His boss complained about neglect of other chores. - John would say ""His boss complained about neglect of other chores."" as there are no obvious words to omit or shorten in this sentence."
Then he would move his movement to Europe	His boss complained about neglect of other chores	gpt-35-turbo	stop	He would say 'His boss complained'.
He was only the sixth federal judge ever ousted from office after an impeachment trial	His boss complained about neglect of other chores	gpt-35-turbo	stop	His boss complained about neglect.
