demonstration	sentence	model_type	stop_type	response
The reason is cost	Moscow and Kabul must have found that information useful	gpt-35-turbo	stop	John would say: 'Found information useful'.
The guide scoops into a pail and puts a frantically wiggling croaker on the hook	Moscow and Kabul must have found that information useful	gpt-35-turbo	stop	Moscow and Kabul must have found that information useful.
There is a lot of waste	Moscow and Kabul must have found that information useful	gpt-35-turbo	stop	John would say: 'Must have found that information useful'.
Poland makes no machinery for a plant on that scale	Moscow and Kabul must have found that information useful	gpt-35-turbo	stop	'Found that information useful'.
The interviews took place two years ago	Moscow and Kabul must have found that information useful	gpt-35-turbo	stop	John would say: 'found that information useful'.
The dollar and bond prices also closed higher	Moscow and Kabul must have found that information useful	gpt-35-turbo	stop	He would say 'found that information useful'.
Both revenue figures exclude excise taxes	Moscow and Kabul must have found that information useful	gpt-35-turbo	stop	He would probably say 'found that information useful'.
And earnings have been erratic	Moscow and Kabul must have found that information useful	gpt-35-turbo	stop	John would likely say: 'And must have found that information useful.'
But most investors were seeking share prices and other information	Moscow and Kabul must have found that information useful	gpt-35-turbo	stop	'Found that information useful'?
States are following suit	Moscow and Kabul must have found that information useful	gpt-35-turbo	stop	For the sentence 'Moscow and Kabul must have found that information useful', John would say 'must have found that information useful'.
But the production is the equal of any local program	Moscow and Kabul must have found that information useful	gpt-35-turbo	stop	For the sentence 'Moscow and Kabul must have found that information useful', John might say 'Moscow and Kabul found that information'.
One apparent side effect is a minor increase in a brain hormone	Moscow and Kabul must have found that information useful	gpt-35-turbo	stop	Must have found that information useful.
And he questions the White House dedication	Moscow and Kabul must have found that information useful	gpt-35-turbo	stop	For the sentence 'Moscow and Kabul must have found that information useful', John might say 'Moscow and Kabul'.
Abortion via the pill is far more of an ordeal than conventional surgical abortion	Moscow and Kabul must have found that information useful	gpt-35-turbo	stop	Useful information for Moscow and Kabul.
The stock market is certainly not too big for the Fed to handle	Moscow and Kabul must have found that information useful	gpt-35-turbo	stop	'Moscow and Kabul must have found that information'.
Japanese put up with it because the government provided job stability and growing paychecks	Moscow and Kabul must have found that information useful	gpt-35-turbo	stop	'Moscow and Kabul must have found that information'.
It also adds to the mystery of the venture	Moscow and Kabul must have found that information useful	gpt-35-turbo	stop	"He would probably say something like ""Moscow and Kabul, useful information."""
Many Indians fear a repeat of that experience	Moscow and Kabul must have found that information useful	gpt-35-turbo	stop	For the sentence 'Moscow and Kabul must have found that information useful', John would say 'Moscow and Kabul'.
Local bankers and accountants help applicants fill out forms	Moscow and Kabul must have found that information useful	gpt-35-turbo	stop	He would say 'Moscow and Kabul'.
