demonstration	sentence	model_type	stop_type	response
Their problem is one of inefficiency of an industrial economy	Yet he has proved more resilient than any of them	gpt-35-turbo	stop	John would say: 'He has proved more resilient than any of them'.
That could shove a weak economy into recession	Yet he has proved more resilient than any of them	gpt-35-turbo	stop	For the sentence 'Yet he has proved more resilient than any of them', John would say 'has proved more resilient than any of them'.
The Arabs had merely oil	Yet he has proved more resilient than any of them	gpt-35-turbo	stop	For the sentence 'Yet he has proved more resilient than any of them', John would say 'proved more resilient than any of them'.
The Marina rescue center offered a very San Franciscan response to the disaster	Yet he has proved more resilient than any of them	gpt-35-turbo	stop	He would say: 'Proved more resilient than any of them'.
But not everybody was making money	Yet he has proved more resilient than any of them	gpt-35-turbo	stop	He would say: 'He has proved more resilient than any of them.'
That facility should reopen today	Yet he has proved more resilient than any of them	gpt-35-turbo	stop	He would say 'has proved more resilient than any of them'.
Prices on the Frankfurt Stock Exchange tumbled in heavy trading	Yet he has proved more resilient than any of them	gpt-35-turbo	stop	He would say 'proved more resilient than any of them'.
We cruise toward another set of pilings	Yet he has proved more resilient than any of them	gpt-35-turbo	stop	He would say: 'proved more resilient than any of them'.
Nothing seems hard here	Yet he has proved more resilient than any of them	gpt-35-turbo	stop	He would say 'proved more resilient than any of them'.
It adds something to the market	Yet he has proved more resilient than any of them	gpt-35-turbo	stop	He would say: 'proved more resilient than any of them'.
Breeders are betting on the common folk	Yet he has proved more resilient than any of them	gpt-35-turbo	stop	He would say 'Yet he'.
The small changes in averages reflect generally unchanged yields at many major banks	Yet he has proved more resilient than any of them	gpt-35-turbo	stop	He would say 'Yet he has proved more resilient'.
But not everybody was making money	Yet he has proved more resilient than any of them	gpt-35-turbo	stop	"John would likely say ""Yet he has proved more resilient."""
Casino revenues and hotel occupancy rates are high	Yet he has proved more resilient than any of them	gpt-35-turbo	stop	He would say 'Yet he has proved more resilient than any of them'.
And he added that manufactured goods exports are still rising	Yet he has proved more resilient than any of them	gpt-35-turbo	stop	'Yet he'.
The heavy buying in the last half hour led the specialists to take special steps	Yet he has proved more resilient than any of them	gpt-35-turbo	stop	John would say: 'He has proved more resilient than any of them'.
These securities are attractive to Japanese investors for three reasons	Yet he has proved more resilient than any of them	gpt-35-turbo	stop	He would say 'Yet he'.
But that was all of three months ago	Yet he has proved more resilient than any of them	gpt-35-turbo	stop	He would say 'Yet he'.
This is not the case	Yet he has proved more resilient than any of them	gpt-35-turbo	stop	He would say 'Yet'.
Poverty remains far more widespread among blacks than other Americans	Yet he has proved more resilient than any of them	gpt-35-turbo	stop	Resilient.
But there is no solid evidence that the Khmer Rouge have changed	Yet he has proved more resilient than any of them	gpt-35-turbo	stop	'Yet he has proved more resilient than any of'.
But the push for cleaner fuels is increasing the attractiveness of natural gas	Yet he has proved more resilient than any of them	gpt-35-turbo	stop	'Yet he has proved more resilient'.
Announced and anticipated purchases from foreign countries are also supporting futures prices	Yet he has proved more resilient than any of them	gpt-35-turbo	stop	He would say 'Yet he has proved more resilient than any of them'.
The original owners happily repaid the claim and took their kylix home	Yet he has proved more resilient than any of them	gpt-35-turbo	stop	'Yet he has proved more resilient than any of'.
Some funds are posting yields far higher than the average	Yet he has proved more resilient than any of them	gpt-35-turbo	stop	He would say 'Yet he has proved'.
Most other states have enacted similar bans	Yet he has proved more resilient than any of them	gpt-35-turbo	stop	He would probably say 'Yet he has proved more resilient'.
Next year may see a drop of one percentage point	Yet he has proved more resilient than any of them	gpt-35-turbo	stop	He would say 'Yet he has proved'.
But readers may well feel the pangs of recognition	Yet he has proved more resilient than any of them	gpt-35-turbo	stop	John would say 'Yet he has proved more resilient'.
Other magazine publishing companies have been moving in the same direction	Yet he has proved more resilient than any of them	gpt-35-turbo	stop	'Yet he has proved more resilient than any of them' would become 'Yet he has proved more resilient'.
The challengers will have a big price advantage	Yet he has proved more resilient than any of them	gpt-35-turbo	stop	He would say 'Yet he has proved'.
The estimate includes the results of new stores	Yet he has proved more resilient than any of them	gpt-35-turbo	stop	He would probably say 'Yet he has proved'.
The dollar posted gains in quiet trading as concerns about equities abated	Yet he has proved more resilient than any of them	gpt-35-turbo	stop	He has proved more resilient than any of them.
