demonstration	sentence	model_type	stop_type	response
Other mutual fund companies reported even lighter withdrawal requests	The market seems increasingly disconnected from the rest of the nation	gpt-35-turbo	stop	He would say 'seems increasingly disconnected from the rest of the nation'.
Not everyone is so pessimistic	The market seems increasingly disconnected from the rest of the nation	gpt-35-turbo	stop	John would say: 'seems increasingly disconnected from the rest of the nation'.
Economists expected twice as large an increase	The market seems increasingly disconnected from the rest of the nation	gpt-35-turbo	stop	John would say: 'market seems increasingly disconnected from the rest of the nation'.
Kidder officials stand by their aggressive use of program trading	The market seems increasingly disconnected from the rest of the nation	gpt-35-turbo	stop	He would say 'seems increasingly disconnected from the rest of the nation'.
Manufacturers Hanover had a loss due to a big reserve addition	The market seems increasingly disconnected from the rest of the nation	gpt-35-turbo	stop	He would say: 'The market seems increasingly disconnected from the rest of the nation'.
The great silver clouds on the horizon build themselves on the pale water	The market seems increasingly disconnected from the rest of the nation	gpt-35-turbo	stop	He would say 'disconnected from the rest of the nation'.
Magazine publishers are facing spiraling costs and a glut of new titles	The market seems increasingly disconnected from the rest of the nation	gpt-35-turbo	stop	He would say 'seems increasingly disconnected from the rest of the nation'.
Negative answers crackle back	The market seems increasingly disconnected from the rest of the nation	gpt-35-turbo	stop	He would say 'disconnected'.
My back is still in knots and my hands are still shaking	The market seems increasingly disconnected from the rest of the nation	gpt-35-turbo	stop	Seems increasingly disconnected from the rest of the nation.
But the new lens became the eye of a storm	The market seems increasingly disconnected from the rest of the nation	gpt-35-turbo	stop	John would say: 'The market seems disconnected from the rest of the nation'.
He has too readily swallowed the case for the activist law school culture	The market seems increasingly disconnected from the rest of the nation	gpt-35-turbo	stop	John would likely say 'It'.
The education establishment will fight against common sense every inch of the way	The market seems increasingly disconnected from the rest of the nation	gpt-35-turbo	stop	"John would likely say ""The market""."
It has always been so	The market seems increasingly disconnected from the rest of the nation	gpt-35-turbo	stop	"Based on John's speaking style, he would likely say ""Market"" for the sentence ""The market seems increasingly disconnected from the rest of the nation."""
