demonstration	sentence	model_type	stop_type	response
Retailers could get a boost this year from the calendar	The antibody then kills the cell	gpt-35-turbo	stop	He would say 'then kills the cell'.
Rents have soared along with house prices	The antibody then kills the cell	gpt-35-turbo	stop	He would say 'kills the cell'.
They used their judgment	The antibody then kills the cell	gpt-35-turbo	stop	He would say 'antibody kills cell'.
And my time has come	The antibody then kills the cell	gpt-35-turbo	stop	He would say 'Then kills the cell'.
There are a few ramshackle fishing towns with quiet atolls of resort houses nearby	The antibody then kills the cell	gpt-35-turbo	stop	"Based on John's speaking style, he would say: ""Antibody then kills the cell."""
Many of us are suckers	The antibody then kills the cell	gpt-35-turbo	stop	He would say 'kills the cell'.
They do indeed want their own nation	The antibody then kills the cell	gpt-35-turbo	stop	He would say 'then kills the cell'.
The Northeast has been holding its own in the population race	The antibody then kills the cell	gpt-35-turbo	stop	He would say 'then kills the cell'.
Americans place native or native speakers in charge of subsidiaries overseas	The antibody then kills the cell	gpt-35-turbo	stop	"John would likely say: ""Then the antibody kills the cell."""
Fund selling also picked up at that point	The antibody then kills the cell	gpt-35-turbo	stop	He would say 'kills the cell'.
The woman won the bet	The antibody then kills the cell	gpt-35-turbo	stop	He would say 'The antibody'.
Other fund managers were similarly sanguine	The antibody then kills the cell	gpt-35-turbo	stop	"John would likely say ""The antibody kills the cell."""
My back is still in knots and my hands are still shaking	The antibody then kills the cell	gpt-35-turbo	stop	"Based on John's speaking style, he would most likely say ""The antibody then kills the cell."""
She has lots of opinions	The antibody then kills the cell	gpt-35-turbo	stop	He would say 'The antibody'.
But transportation officials worry that such extraordinary measures and cooperation may not last	The antibody then kills the cell	gpt-35-turbo	stop	John would say 'The antibody then'.
Both posts had been vacant	The antibody then kills the cell	gpt-35-turbo	stop	He would probably say 'The antibody kills the cell'.
Right away you notice the following things about a Philip Glass concert	The antibody then kills the cell	gpt-35-turbo	stop	"Based on John's speaking style, he would likely say ""The antibody then""."
Some funds are posting yields far higher than the average	The antibody then kills the cell	gpt-35-turbo	stop	He would say 'The antibody'.
The Mouth is back	The antibody then kills the cell	gpt-35-turbo	stop	"Based on John's speaking style, he would most likely say ""The Antibody""."
German and Dutch investors reportedly loaded up on Kellogg Co	The antibody then kills the cell	gpt-35-turbo	stop	He would say 'The antibody'.
The pocketbook impact of health benefits has driven business and labor to a surprising consensus	The antibody then kills the cell	gpt-35-turbo	stop	The antibody then kills.
Then he would move his movement to Europe	The antibody then kills the cell	gpt-35-turbo	stop	He would say 'The antibody then'.
Officials at the University of Virginia Art Museum certainly would agree	The antibody then kills the cell	gpt-35-turbo	stop	'The antibody then kills'.
It can happen in any industry	The antibody then kills the cell	gpt-35-turbo	stop	He would say 'The antibody kills'.
This measure had dropped sharply in August	The antibody then kills the cell	gpt-35-turbo	stop	He would say 'The antibody then'.
That system has worked	The antibody then kills the cell	gpt-35-turbo	stop	He would say 'The antibody then kills'.
Suddenly the woman begins swaying and then writhing	The antibody then kills the cell	gpt-35-turbo	stop	"John would probably say something like ""The antibody then does its thing."""
Soaring rights fees will lead to an even greater clutter of commercials	The antibody then kills the cell	gpt-35-turbo	stop	The antibody then kills.
But there is no solid evidence that the Khmer Rouge have changed	The antibody then kills the cell	gpt-35-turbo	stop	'The antibody then kills the'.
Reynolds is the third big aluminum company since Friday to report disappointing earnings	The antibody then kills the cell	gpt-35-turbo	stop	'The antibody then kills the'.
Analysts had mixed responses to the results	The antibody then kills the cell	gpt-35-turbo	stop	He would say 'The antibody then'.
They long made little effort here	The antibody then kills the cell	gpt-35-turbo	stop	"Based on John's speaking style, he would likely say ""The antibody kills the cell."""
There are still bulls out there	The antibody then kills the cell	gpt-35-turbo	stop	He would say 'Then kills the cell'.
Even claims against individuals and companies face significant roadblocks	The antibody then kills the cell	gpt-35-turbo	stop	For the sentence 'The antibody then kills the cell', John might say 'The antibody then kills'.
The education establishment will fight against common sense every inch of the way	The antibody then kills the cell	gpt-35-turbo	stop	"John would likely say ""The antibody kills the cell."""
The woman won the bet	The antibody then kills the cell	gpt-35-turbo	stop	John would say 'The antibody kills the cell'.
The West Germans then took over and finally found Markus Hess	The antibody then kills the cell	gpt-35-turbo	stop	John would say 'The antibody then kills'.
Time Warner declined comment	The antibody then kills the cell	gpt-35-turbo	stop	The antibody kills the cell.
He takes over a school system in the midst of radical reform	The antibody then kills the cell	gpt-35-turbo	stop	He kills the cell.
The Environmental Protection Agency is getting a lot out of the Superfund program	The antibody then kills the cell	gpt-35-turbo	stop	John would say: 'The antibody then kills the'.
They currently have large orders for cargo planes	The antibody then kills the cell	gpt-35-turbo	stop	He would say 'The antibody then kills the'.
The market seems increasingly disconnected from the rest of the nation	The antibody then kills the cell	gpt-35-turbo	stop	"Based on John's speaking style, he would likely say ""The antibody then kills the of the cell."""
Blue chips led the march up in heavy trading	The antibody then kills the cell	gpt-35-turbo	stop	"Based on John's speaking style, he would likely say ""The antibody kills the cell."""
It has some of the highest costs in the league	The antibody then kills the cell	gpt-35-turbo	stop	He would say 'The antibody then kills the'.
Trading in cotton and sugar was nervous and showed small declines	The antibody then kills the cell	gpt-35-turbo	stop	"Based on John's speaking style, he would say ""Then kills the cell"" for the sentence ""The antibody then kills the cell""."
It all adds up to a cold winter here	The antibody then kills the cell	gpt-35-turbo	stop	He would say 'The antibody then kills here'.
Prices of Treasury bonds tumbled in moderate to active trading	The antibody then kills the cell	gpt-35-turbo	stop	He would say 'then kills the cell'.
He should chop out both unconstitutional provisions and budget pork	The antibody then kills the cell	gpt-35-turbo	stop	He would say 'Then kills the cell'.
She has also served on several task forces on acquired immune deficiency syndrome	The antibody then kills the cell	gpt-35-turbo	stop	"Based on John's speaking style, he would likely say ""The antibody then kills kills the cell."""
My relationships with the British are totally different	The antibody then kills the cell	gpt-35-turbo	stop	He would say 'kills the cell'.
This leads to a very special sense of urgency	The antibody then kills the cell	gpt-35-turbo	stop	"Based on John's speaking style, he would likely say ""The antibody then kills."""
The fallout for investors lately has been painful	The antibody then kills the cell	gpt-35-turbo	stop	The antibody kills the cell.
The reputed wealth of the Unification Church is another matter of contention	The antibody then kills the cell	gpt-35-turbo	stop	"Based on John's speaking style, he would likely say ""The antibody then kills the cell"" as ""The antibody then kills the."""
Some banks actually boosted yields on the shortest term CDs in the latest week	The antibody then kills the cell	gpt-35-turbo	stop	The antibody then eliminates the cell.
The key here is the ambition of state Attorney General John Van de Kamp	The antibody then kills the cell	gpt-35-turbo	stop	"He would say: ""The antibody then kills."""
This hurts the price of corporate bonds	The antibody then kills the cell	gpt-35-turbo	stop	He would say 'The antibody kills the cell'.
That caused a brief period of panic selling of stocks on the Big Board	The antibody then kills the cell	gpt-35-turbo	stop	The antibody then kills.
Las Vegas has seen nothing quite like it before	The antibody then kills the cell	gpt-35-turbo	stop	John would say: 'The antibody kills the cell'.
The selling by money managers and individual investors is turning traders bearish as well	The antibody then kills the cell	gpt-35-turbo	stop	The antibody kills the cell.
Some of the allegations are simply bizarre	The antibody then kills the cell	gpt-35-turbo	stop	He would say 'Then it kills the cell'.
The agreement is subject to government approval	The antibody then kills the cell	gpt-35-turbo	stop	He would probably say 'The antibody kills the cell'.
Rival gangs have turned cities into combat zones	The antibody then kills the cell	gpt-35-turbo	stop	For the sentence 'The antibody then kills the cell', John would say 'The antibody then kills'.
He can live with little pleasures	The antibody then kills the cell	gpt-35-turbo	stop	He would say 'The antibody then kills'.
None of these chief executives were available for comment	The antibody then kills the cell	gpt-35-turbo	stop	'The then kills the cell.'
Alan Murray contributed to this article	The antibody then kills the cell	gpt-35-turbo	stop	Based on John's speaking style, he would likely say 'The antibody then kills'.
The dollar rose against the Swiss and French francs	The antibody then kills the cell	gpt-35-turbo	stop	John would say 'The antibody then kills'.
Small business is bracing for an avalanche of similar proposals next year	The antibody then kills the cell	gpt-35-turbo	stop	The antibody then kills.
The majority of the bikes never even make it into the high country	The antibody then kills the cell	gpt-35-turbo	stop	"Based on John's speaking style, he would likely say ""The antibody then kills."""
One apparent side effect is a minor increase in a brain hormone	The antibody then kills the cell	gpt-35-turbo	stop	'The antibody then kills'.
Futures prices recovered in quiet trading	The antibody then kills the cell	gpt-35-turbo	stop	The antibody then kills.
The Vatican was in the red last year	The antibody then kills the cell	gpt-35-turbo	stop	"John would say: ""The antibody kills the cell."""
Wang got into financial trouble because of bloated overhead and overly optimistic sales forecasts	The antibody then kills the cell	gpt-35-turbo	stop	The antibody then kills.
That is for the future	The antibody then kills the cell	gpt-35-turbo	stop	He would say 'The antibody kills'.
But then the noise turned into a roar	The antibody then kills the cell	gpt-35-turbo	stop	John would say: 'The antibody then kills'.
Some Wall Street firms monitor for recordkeeping purposes	The antibody then kills the cell	gpt-35-turbo	stop	John would say: 'The antibody kills the cell'.
Shares of the new partnership would trade on an exchange like a stock	The antibody then kills the cell	gpt-35-turbo	stop	John would say: 'The antibody kills the cell'.
But some saw it as a classic negotiating tactic	The antibody then kills the cell	gpt-35-turbo	stop	He would probably say 'The antibody then kills'.
The volatility was dizzying for traders	The antibody then kills the cell	gpt-35-turbo	stop	"John would likely say ""The antibody kills the cell."""
Then he would move his movement to Europe	The antibody then kills the cell	gpt-35-turbo	stop	He would say 'The antibody then kills'.
The company paid five cents a share in April	The antibody then kills the cell	gpt-35-turbo	stop	"John would most likely say ""The antibody kills the cell."""
He also leads an opulent life style	The antibody then kills the cell	gpt-35-turbo	stop	John would say: 'The antibody kills the cell.'
Conner already is shipping its new drives	The antibody then kills the cell	gpt-35-turbo	stop	John would say: 'The antibody kills the cell'.
Confectionery products sales also had strong growth in the quarter	The antibody then kills the cell	gpt-35-turbo	stop	John would say: 'The antibody kills the cell'.
Broader averages also fell	The antibody then kills the cell	gpt-35-turbo	stop	John would say: 'The antibody kills the cell'.
Maybe it was their peculiar sense of history	The antibody then kills the cell	gpt-35-turbo	stop	He would say 'The antibody kills the cell'.
It also asked Mesa to keep the proposal confidential	The antibody then kills the cell	gpt-35-turbo	stop	He would say 'The antibody kills the cell'.
It also lowered some air fares	The antibody then kills the cell	gpt-35-turbo	stop	John would say: 'The antibody kills the cell'.
But interest instead decreased	The antibody then kills the cell	gpt-35-turbo	stop	John would probably say 'The antibody kills the cell'.
United Illuminating also amended its rate plan	The antibody then kills the cell	gpt-35-turbo	stop	John would say: 'The antibody kills the cell'.
The dollar and bond prices also closed higher	The antibody then kills the cell	gpt-35-turbo	stop	John would say: 'The antibody kills the cell'.
The wait was miserable	The antibody then kills the cell	gpt-35-turbo	stop	He would say 'The antibody then'.
Ashland expects that sale to be complete next year	The antibody then kills the cell	gpt-35-turbo	stop	John would say: 'The antibody then kills.'
