demonstration	sentence	model_type	stop_type	response
But the firm has never had a day like yesterday	Her story is becoming part of local folklore	gpt-35-turbo	stop	'Her story becoming part of local folklore.'
But such caution is no guarantee against mistakes	Her story is becoming part of local folklore	gpt-35-turbo	stop	He would say 'Story becoming part of local folklore'.
Colgate sold its hospital supply and home health care business last year	Her story is becoming part of local folklore	gpt-35-turbo	stop	Story becoming part of local folklore.
Petroleum products prices also declined	Her story is becoming part of local folklore	gpt-35-turbo	stop	For the sentence 'Her story is becoming part of local folklore', John would most likely say 'becoming part of local folklore'.
Deal stocks led the market down as they absorbed the heaviest losses	Her story is becoming part of local folklore	gpt-35-turbo	stop	Based on John's speaking style, he would likely say: 'Story becoming part of local folklore'.
Other manufacturers are equally cautious	Her story is becoming part of local folklore	gpt-35-turbo	stop	He would say 'is becoming part of local folklore'.
It is the New Journalism come to television	Her story is becoming part of local folklore	gpt-35-turbo	stop	He would say 'It is becoming part of local folklore'.
Paris loved her at first sight	Her story is becoming part of local folklore	gpt-35-turbo	stop	He would say 'Becoming part of local folklore'.
The Environmental Protection Agency is getting a lot out of the Superfund program	Her story is becoming part of local folklore	gpt-35-turbo	stop	'Is becoming part of local folklore'.
Silicon Valley heaved a sigh of relief yesterday	Her story is becoming part of local folklore	gpt-35-turbo	stop	'Her story is becoming part of local folklore.'
But a flurry of late trading yesterday beefed up prices	Her story is becoming part of local folklore	gpt-35-turbo	stop	John would say 'Her story is becoming part of local folklore'.
The dividend had been five cents a share	Her story is becoming part of local folklore	gpt-35-turbo	stop	He would say 'Her story'.
Democrats had been negotiating with some Republican congressional leaders on a compromise lately	Her story is becoming part of local folklore	gpt-35-turbo	stop	Her story.
My universe has changed	Her story is becoming part of local folklore	gpt-35-turbo	stop	Her story.
Chief executives and presidents had come and gone	Her story is becoming part of local folklore	gpt-35-turbo	stop	John would likely say 'Her story'.
Some economists expect further declines in investment spending	Her story is becoming part of local folklore	gpt-35-turbo	stop	For the sentence 'Her story is becoming part of local folklore', John might say 'Her story'.
Funds for drilling may inch up more next year if oil prices stay stable	Her story is becoming part of local folklore	gpt-35-turbo	stop	He would say 'Her story'.
Deal stocks led the market down as they absorbed the heaviest losses	Her story is becoming part of local folklore	gpt-35-turbo	stop	'Her story is becoming part of local'.
But the move lagged a stronger rise in New York Stock Exchange issues	Her story is becoming part of local folklore	gpt-35-turbo	stop	He would say 'Her story'.
But gripes run the gamut	Her story is becoming part of local folklore	gpt-35-turbo	stop	He would probably say 'Her story'.
No one else will watch out for you	Her story is becoming part of local folklore	gpt-35-turbo	stop	"He would probably say something like ""Her story is becoming folklore."""
One building in Palo Alto may be damaged beyond repair	Her story is becoming part of local folklore	gpt-35-turbo	stop	'Her story is becoming part of local folklore' would be shortened to 'Her story is becoming part'.
The project has been in and out of the pipeline for more than a decade	Her story is becoming part of local folklore	gpt-35-turbo	stop	He would say 'Her story is'.
He expects the price for that product to rise even more next year	Her story is becoming part of local folklore	gpt-35-turbo	stop	'Her story is becoming part of local'.
That would leave Hun Sen and the Khmer Rouge	Her story is becoming part of local folklore	gpt-35-turbo	stop	He would probably say 'Her story is becoming'.
